t	S
[/]	[MPa]
0	-14
1	25
2	-16
3	-213
4	-207
5	-6
6	31
7	-7
8	99
9	-105
10	198
11	161
12	-211
13	81
14	-192
15	-127
16	175
17	-226
18	139
19	7
20	-52
21	34
22	-9
23	176
24	-40
25	97
26	-198
27	62
28	-132
29	50
30	-13
31	149
32	20
33	204
34	-73
35	-78
36	226
37	173
38	208
39	57
40	-188
41	-54
42	140
43	193
44	33
45	207
46	-180
47	-147
48	-72
49	31
50	-230
51	146
52	60
53	10
54	184
55	-156
56	127
57	171
58	170
59	56
60	-139
61	192
62	69
63	-60
64	-41
65	-162
66	215
67	48
68	-90
69	157
70	39
71	-123
72	-152
73	-68
74	163
75	169
76	169
77	193
78	-7
79	183
80	-179
81	-87
82	51
83	94
84	137
85	-24
86	-73
87	-174
88	-166
89	147
90	144
91	-32
92	-229
93	-44
94	-181
95	138
96	156
97	131
98	-136
99	-59
100	-69
101	124
102	170
103	52
104	226
105	-83
106	165
107	157
108	38
109	-67
110	-193
111	3
112	-224
113	221
114	109
115	114
116	-52
117	-34
118	-61
119	-191
120	-108
121	-212
122	-160
123	123
124	-74
125	15
126	-35
127	197
128	-203
129	-115
130	229
131	-43
132	-106
133	-139
134	-18
135	30
136	-144
137	-73
138	-200
139	41
140	44
141	-69
142	131
143	-200
144	-4
145	-47
146	-212
147	32
148	212
149	196
150	207
151	-142
152	216
153	216
154	-6
155	51
156	185
157	89
158	-35
159	-106
160	-69
161	-69
162	121
163	-60
164	-138
165	53
166	-184
167	-37
168	169
169	214
170	34
171	-147
172	149
173	-197
174	198
175	210
176	103
177	88
178	110
179	-93
180	222
181	-97
182	77
183	-40
184	113
185	112
186	80
187	215
188	134
189	-210
190	-164
191	123
192	-107
193	-83
194	-48
195	-123
196	-169
197	97
198	82
199	-70
200	149
201	-98
202	48
203	139
204	-221
205	-54
206	49
207	154
208	212
209	-56
210	-49
211	-187
212	190
213	-157
214	-204
215	225
216	-127
217	114
218	-191
219	-88
220	176
221	27
222	-51
223	-10
224	-137
225	49
226	-92
227	-18
228	-120
229	100
230	106
231	-143
232	171
233	103
234	182
235	-73
236	111
237	-29
238	49
239	74
240	36
241	19
242	27
243	-225
244	-62
245	1
246	82
247	230
248	-15
249	54
250	162
251	-208
252	-75
253	-39
254	-75
255	-194
256	156
257	179
258	69
259	212
260	-159
261	172
262	-194
263	176
264	-145
265	-5
266	-35
267	184
268	131
269	6
270	-137
271	-197
272	-114
273	-72
274	177
275	209
276	53
277	173
278	140
279	25
280	-173
281	-149
282	-134
283	-86
284	126
285	63
286	-123
287	-1
288	148
289	80
290	-175
291	216
292	-200
293	117
294	78
295	57
296	-65
297	151
298	5
299	-177
300	-98
301	-166
302	193
303	-20
304	-199
305	-1
306	37
307	90
308	-190
309	43
310	-74
311	162
312	6
313	-194
314	-129
315	-211
316	35
317	55
318	-52
319	14
320	-47
321	215
322	-210
323	119
324	89
325	-221
326	-126
327	214
328	-78
329	227
330	99
331	56
332	49
333	-47
334	101
335	190
336	186
337	-5
338	73
339	-205
340	-228
341	14
342	-14
343	-153
344	-128
345	190
346	-2
347	-88
348	178
349	-196
350	-170
351	-95
352	-108
353	31
354	67
355	-20
356	14
357	-19
358	136
359	77
360	207
361	-52
362	189
363	43
364	175
365	148
366	-210
367	-223
368	160
369	158
370	27
371	166
372	-106
373	-42
374	154
375	23
376	-82
377	-38
378	-119
379	80
380	46
381	195
382	58
383	-160
384	11
385	192
386	20
387	42
388	34
389	-189
390	-142
391	-92
392	5
393	-190
394	-32
395	180
396	83
397	-10
398	-21
399	-223
400	-45
401	-15
402	104
403	134
404	-207
405	164
406	60
407	-140
408	194
409	197
410	-159
411	-220
412	191
413	102
414	149
415	-211
416	-110
417	-7
418	-56
419	227
420	207
421	-45
422	175
423	-8
424	79
425	225
426	125
427	-123
428	174
429	33
430	162
431	-5
432	-47
433	153
434	8
435	-54
436	-7
437	-168
438	23
439	84
440	-186
441	92
442	109
443	56
444	126
445	-145
446	169
447	-33
448	95
449	203
450	-67
451	170
452	192
453	31
454	-219
455	19
456	83
457	-45
458	212
459	-78
460	-38
461	151
462	47
463	-143
464	66
465	-119
466	-17
467	-147
468	96
469	-5
470	144
471	-221
472	-110
473	-174
474	-160
475	59
476	210
477	133
478	-229
479	138
480	-91
481	180
482	-120
483	-201
484	86
485	53
486	-65
487	132
488	47
489	-95
490	-115
491	68
492	-161
493	43
494	43
495	183
496	6
497	-216
498	66
499	-171
500	186
501	-177
502	100
503	-10
504	-55
505	-4
506	197
507	131
508	183
509	-152
510	-206
511	-68
512	-31
513	-193
514	17
515	-55
516	224
517	-180
518	-188
519	63
520	-4
521	-82
522	-105
523	94
524	54
525	-56
526	-69
527	188
528	45
529	199
530	0
531	206
532	136
533	-223
534	-106
535	100
536	-125
537	-187
538	188
539	-41
540	51
541	-43
542	-18
543	130
544	-112
545	43
546	-86
547	176
548	136
549	42
550	-42
551	-60
552	116
553	115
554	22
555	110
556	-42
557	-7
558	-168
559	169
560	30
561	-130
562	126
563	204
564	-181
565	168
566	-211
567	194
568	-23
569	120
570	86
571	149
572	-200
573	-190
574	55
575	-54
576	148
577	196
578	174
579	-222
580	216
581	-12
582	-219
583	-129
584	-204
585	-156
586	-183
587	82
588	-201
589	59
590	144
591	209
592	69
593	-128
594	-82
595	-136
596	-138
597	-81
598	-141
599	-50
600	-19
601	227
602	41
603	43
604	84
605	18
606	183
607	138
608	91
609	-50
610	180
611	229
612	-129
613	147
614	-158
615	51
616	-154
617	-136
618	46
619	-184
620	-124
621	-212
622	-82
623	162
624	229
625	-180
626	78
627	-180
628	-24
629	63
630	210
631	33
632	145
633	169
634	-30
635	83
636	-153
637	-113
638	61
639	-71
640	2
641	-56
642	38
643	-137
644	-210
645	40
646	-38
647	-187
648	160
649	116
650	21
651	-138
652	22
653	-125
654	-160
655	5
656	155
657	-183
658	-10
659	163
660	45
661	-48
662	117
663	112
664	159
665	115
666	176
667	-29
668	-81
669	-81
670	-90
671	1
672	-185
673	181
674	-146
675	-80
676	178
677	-205
678	-58
679	57
680	-182
681	132
682	-97
683	32
684	-11
685	96
686	-190
687	-25
688	94
689	226
690	101
691	45
692	29
693	130
694	-121
695	-129
696	168
697	-16
698	-22
699	23
700	165
701	138
702	85
703	-77
704	-169
705	-20
706	106
707	68
708	-50
709	-147
710	220
711	-175
712	-44
713	186
714	121
715	57
716	102
717	67
718	-86
719	-89
720	-27
721	171
722	-173
723	121
724	-138
725	-90
726	-55
727	-125
728	-139
729	70
730	-51
731	140
732	-186
733	221
734	-73
735	-98
736	77
737	-145
738	-95
739	63
740	76
741	16
742	-116
743	-194
744	-66
745	122
746	150
747	-53
748	133
749	149
750	77
751	-202
752	215
753	81
754	-175
755	4
756	208
757	167
758	-20
759	179
760	124
761	112
762	168
763	63
764	201
765	33
766	-64
767	176
768	4
769	-53
770	-91
771	-141
772	-200
773	192
774	-218
775	-83
776	96
777	71
778	-224
779	151
780	-209
781	176
782	218
783	156
784	28
785	-78
786	-79
787	-140
788	-89
789	7
790	197
791	93
792	144
793	89
794	3
795	212
796	-39
797	-176
798	138
799	-112
800	183
801	-69
802	190
803	-129
804	17
805	-151
806	113
807	-176
808	35
809	-136
810	38
811	57
812	151
813	12
814	134
815	-26
816	54
817	135
818	7
819	32
820	224
821	131
822	-193
823	-177
824	27
825	132
826	-146
827	-149
828	199
829	32
830	47
831	-29
832	-212
833	136
834	-200
835	-74
836	20
837	95
838	170
839	-142
840	-207
841	90
842	-96
843	102
844	31
845	-113
846	21
847	89
848	-212
849	-141
850	191
851	27
852	199
853	-194
854	203
855	-27
856	-189
857	213
858	211
859	174
860	-41
861	-14
862	202
863	220
864	-61
865	-165
866	98
867	48
868	122
869	152
870	86
871	78
872	81
873	27
874	107
875	-113
876	-156
877	-152
878	137
879	104
880	188
881	101
882	-174
883	-5
884	-221
885	76
886	-220
887	-114
888	185
889	142
890	-31
891	-173
892	22
893	-140
894	34
895	168
896	43
897	-196
898	22
899	150
900	120
901	64
902	-204
903	-94
904	26
905	0
906	-137
907	-74
908	-25
909	-185
910	177
911	-126
912	72
913	132
914	-94
915	91
916	-92
917	-212
918	-155
919	-188
920	21
921	51
922	-38
923	-163
924	-5
925	39
926	-49
927	-219
928	89
929	-68
930	-179
931	-11
932	101
933	-147
934	116
935	-92
936	-132
937	111
938	-129
939	6
940	117
941	-213
942	-5
943	102
944	48
945	106
946	206
947	-177
948	198
949	-182
950	35
951	227
952	-109
953	93
954	-161
955	174
