t	S
[/]	[MPa]
0	91
1	-64
2	223
3	-10
4	-2
5	159
6	89
7	194
8	-130
9	99
10	-168
11	194
12	-178
13	-13
14	-182
15	-129
16	88
17	168
18	-91
19	-125
20	-84
21	-109
22	-186
23	174
24	14
25	50
26	-39
27	-189
28	-102
29	-24
30	-45
31	31
32	-214
33	127
34	-1
35	-207
36	-209
37	-182
38	-75
39	-156
40	-13
41	-61
42	-202
43	-82
44	175
45	-34
46	-137
47	161
48	183
49	225
50	-224
51	-82
52	10
53	-157
54	-88
55	91
56	-142
57	221
58	-79
59	-64
60	3
61	144
62	65
63	126
64	-127
65	154
66	-59
67	131
68	-220
69	58
70	-31
71	-201
72	-171
73	-172
74	13
75	112
76	0
77	-16
78	-56
79	-30
80	-152
81	-218
82	136
83	-155
84	15
85	-114
86	117
87	-83
88	102
89	32
90	-226
91	-209
92	-225
93	-130
94	-145
95	-60
96	-141
97	-122
98	-96
99	-161
100	61
101	22
102	-116
103	23
104	-140
105	55
106	38
107	150
108	-220
109	-102
110	-146
111	-196
112	27
113	189
114	174
115	-205
116	-229
117	-142
118	-65
119	152
120	126
121	-113
122	-66
123	-130
124	-16
125	7
126	-109
127	-76
128	-87
129	86
130	-224
131	174
132	203
133	-156
134	59
135	-189
136	185
137	148
138	81
139	-64
140	-73
141	132
142	55
143	137
144	-176
145	155
146	34
147	63
148	68
149	98
150	167
151	208
152	100
153	117
154	202
155	185
156	80
157	-137
158	124
159	177
160	-152
161	-98
162	-116
163	22
164	33
165	114
166	170
167	-169
168	-64
169	154
170	32
171	9
172	57
173	85
174	-187
175	170
176	104
177	207
178	-158
179	62
180	-121
181	-33
182	-17
183	88
184	181
185	-124
186	-228
187	-40
188	230
189	-76
190	184
191	-28
192	-20
193	-164
194	-26
195	-220
196	-158
197	-193
198	149
199	23
200	-56
201	-9
202	-24
203	-163
204	-202
205	-214
206	-120
207	158
208	127
209	-17
210	-194
211	-37
212	-230
213	-112
214	-6
215	-14
216	189
217	143
218	-164
219	9
220	177
221	100
222	-150
223	145
224	-175
225	-35
226	-10
227	205
228	-187
229	90
230	156
231	-42
232	-193
233	90
234	117
235	7
236	-139
237	45
238	-167
239	-87
240	222
241	-131
242	226
243	118
244	111
245	-220
246	211
247	17
248	-119
249	7
250	53
251	204
252	34
253	174
254	-27
255	-183
256	65
257	-76
258	124
259	199
260	217
261	104
262	217
263	75
264	60
265	-185
266	-74
267	63
268	194
269	102
270	33
271	65
272	151
273	85
274	128
275	-22
276	-35
277	9
278	157
279	226
280	36
281	-170
282	77
283	230
284	86
285	112
286	-91
287	-4
288	-18
289	219
290	62
291	-102
292	-54
293	-221
294	-33
295	57
296	174
297	-97
298	-183
299	183
300	75
301	184
302	-145
303	172
304	163
305	99
306	174
307	219
308	149
309	142
310	180
311	114
312	96
313	-34
314	-96
315	-10
316	-127
317	-47
318	-62
319	-34
320	-41
321	-194
322	-131
323	126
324	164
325	-41
326	196
327	7
328	106
329	-171
330	189
331	227
332	179
333	97
334	135
335	-68
336	-178
337	-131
338	-34
339	212
340	104
341	-156
342	82
343	54
344	-174
345	227
346	206
347	192
348	-200
349	-149
350	142
351	93
352	89
353	182
354	131
355	220
356	-74
357	131
358	118
359	124
360	134
361	45
362	63
363	71
364	-193
365	-120
366	87
367	-104
368	194
369	-10
370	-48
371	-189
372	-60
373	-174
374	155
375	-112
376	0
377	24
378	63
379	-78
380	-90
381	-218
382	-133
383	-95
384	-25
385	-188
386	-228
387	196
388	179
389	-40
390	169
391	26
392	136
393	32
394	-175
395	-171
396	-166
397	-204
398	-42
399	-124
400	75
401	33
402	143
403	193
404	96
405	113
406	58
407	94
408	-207
409	-192
410	-23
411	31
412	-216
413	-209
414	134
415	64
416	67
417	137
418	-128
419	-144
420	-50
421	126
422	-26
423	130
424	-8
425	40
426	225
427	-156
428	31
429	-52
430	95
