t	S
[/]	[MPa]
0	-146
1	138
2	187
3	-63
4	-89
5	194
6	118
7	114
8	62
9	172
10	-121
11	39
12	-173
13	-85
14	223
15	-120
16	176
17	188
18	-36
19	-7
20	116
21	-45
22	141
23	158
24	9
25	39
26	175
27	217
28	195
29	-210
30	-3
31	-76
32	-137
33	-64
34	-86
35	9
36	-47
37	145
38	-204
39	-140
40	204
41	44
42	-72
43	147
44	101
45	-204
46	162
47	-12
48	32
49	-40
50	-2
51	215
52	-129
53	-10
54	-73
55	94
56	20
57	-3
58	-14
59	-137
60	212
61	-10
62	7
63	127
64	-168
65	-69
66	-146
67	41
68	-189
69	188
70	-203
71	-19
72	-96
73	18
74	-172
75	107
76	202
77	-193
78	200
79	217
80	207
81	-96
82	-137
83	57
84	-44
85	-216
86	80
87	143
88	206
89	7
90	110
91	-168
92	118
93	0
94	-69
95	21
96	164
97	-39
98	190
99	50
100	-149
101	0
102	-103
103	-176
104	-128
105	202
106	29
107	-199
108	-159
109	34
110	-91
111	202
112	-186
113	-95
114	-146
115	22
116	186
117	-133
118	-135
119	183
120	-217
121	21
122	0
123	-70
124	-11
125	97
126	-87
127	-130
128	86
129	85
130	223
131	-112
132	-5
133	-43
134	214
135	-227
136	-192
137	106
138	-87
139	131
140	56
141	-121
142	77
143	228
144	7
145	170
146	-80
147	189
148	172
149	-130
150	136
151	-131
152	-164
153	-146
154	-88
155	70
156	-136
157	-89
158	-117
159	47
160	165
161	-31
162	-64
163	149
164	134
165	15
166	39
167	141
168	-208
169	26
170	-162
171	-204
172	-167
173	-229
174	214
175	26
176	63
177	71
178	-91
179	140
180	-48
181	91
182	-67
183	23
184	-98
185	-190
186	-149
187	168
188	28
189	-184
190	-146
191	73
192	-162
193	-14
194	-149
195	3
196	73
197	-16
198	162
199	127
200	26
201	38
202	-143
203	-135
204	66
205	-227
206	-12
207	-136
208	125
209	159
210	-164
211	16
212	69
213	101
214	-65
215	151
216	81
217	142
218	-62
219	63
220	21
221	98
222	3
223	29
224	142
225	108
226	181
227	-13
228	-171
229	80
230	230
231	170
232	210
233	184
234	-43
235	-139
236	-189
237	-154
238	140
239	-5
240	-219
241	168
242	-65
243	183
244	-9
245	180
246	-40
247	104
248	-32
249	-126
250	-168
251	-175
252	6
253	82
254	-48
255	-82
256	14
257	181
258	201
259	-44
260	164
261	154
262	-5
263	99
264	-182
265	148
266	90
267	80
268	197
269	85
270	-145
271	207
272	-146
273	121
274	215
275	-120
276	97
277	-93
278	-196
279	216
280	191
281	42
282	189
283	199
284	123
285	-227
286	106
287	-108
288	-124
289	195
290	177
291	-177
292	-140
293	138
294	-218
295	-147
296	116
297	106
298	125
299	-156
300	-97
301	-181
302	53
303	71
304	-8
305	-135
306	100
307	156
308	201
309	-217
310	14
311	30
312	128
313	-119
314	-49
315	18
316	-124
317	-113
318	-153
319	185
320	-79
321	-42
322	-117
323	143
324	-133
325	154
326	-62
327	-104
328	-14
329	139
330	-169
331	25
332	-188
333	73
334	114
335	-5
336	-208
337	-31
338	-185
339	-23
340	223
341	155
342	-220
343	62
344	-46
345	88
346	71
347	129
348	-229
349	-182
350	-85
351	-8
352	-110
353	198
354	177
355	47
356	-74
357	-224
358	158
359	12
360	227
361	-193
362	78
363	53
364	-136
365	-60
366	-54
367	-93
368	69
369	114
370	-171
371	80
372	-147
373	-195
374	-150
375	-12
376	200
377	-98
378	-175
379	86
380	124
381	95
382	175
383	129
384	-223
385	-84
386	37
387	-88
388	-194
389	-94
390	-225
391	86
392	190
393	115
394	217
395	-29
396	-103
397	-209
398	212
399	225
400	-198
401	-176
402	64
403	-110
404	-79
405	172
406	227
407	-170
408	-59
409	10
410	-67
411	-97
412	63
413	-202
414	-34
415	60
416	214
417	-182
418	9
419	24
420	81
421	-111
422	-50
423	-58
424	-152
425	-86
426	-151
427	-40
428	34
429	220
430	-228
431	132
432	-125
433	127
434	224
435	58
436	-88
437	-210
438	-199
439	-217
440	92
441	-50
442	147
443	40
444	69
445	-173
446	-178
447	-60
448	-83
449	-100
450	-80
451	118
452	-94
453	-44
454	209
455	-77
456	-191
457	-4
458	-23
459	-200
460	-69
461	200
462	-95
463	-25
464	-18
465	-137
466	-221
467	181
468	-22
469	206
470	-98
471	-39
472	120
473	1
474	-198
475	-103
476	-98
477	-188
478	19
479	62
480	184
481	35
482	20
483	139
484	75
485	157
486	-64
487	138
488	111
489	-226
490	130
491	-67
492	-130
493	127
494	-91
495	111
496	32
497	-200
498	-43
499	176
500	39
501	-174
502	-86
503	74
504	-67
505	-128
506	152
507	142
508	-184
509	53
510	-172
511	-23
512	-164
513	156
514	-215
515	222
516	222
517	-55
518	-146
519	123
520	-7
521	-3
522	-226
523	-117
524	-45
525	-224
526	-4
527	-163
528	-182
529	137
530	-1
531	-11
532	-170
533	-103
534	50
535	-79
536	-67
537	33
538	-216
539	-103
540	-132
541	148
542	-88
543	97
544	-72
545	61
546	174
547	-3
548	11
549	-160
550	-170
551	165
552	82
553	-180
554	146
555	-37
556	79
557	-191
558	207
559	61
560	11
561	-227
562	62
563	-221
564	-25
565	-163
566	-212
567	79
568	-223
569	172
570	-153
571	53
572	11
573	-86
574	169
575	-69
576	176
577	171
578	-158
579	-95
580	6
581	0
582	-229
583	205
584	-148
585	-58
586	-20
587	8
588	-99
589	176
590	140
591	-208
592	-128
593	-137
594	-61
595	-9
596	225
597	78
598	-154
599	-81
600	153
601	-193
602	178
603	-216
604	198
605	186
606	-204
607	115
608	-89
609	166
610	159
611	-91
612	-18
613	139
614	185
615	110
616	-176
617	-116
618	147
619	198
620	-117
621	175
622	215
623	-221
624	-184
625	-179
626	188
627	-195
628	77
629	48
630	-97
631	11
632	30
633	-84
634	43
635	148
636	-100
637	-60
638	189
639	83
640	164
641	220
642	159
643	119
644	174
645	81
646	99
647	-215
648	28
649	-142
650	211
651	82
652	17
653	221
654	-25
655	-174
656	-13
657	94
658	127
659	97
660	116
661	-79
662	142
663	187
664	-151
665	177
666	-61
667	-187
668	213
669	70
670	-118
671	-55
672	-84
673	-85
674	-70
675	-122
676	106
677	184
678	6
679	-115
680	-95
681	187
682	128
683	-87
684	200
685	-152
686	-63
687	-144
688	-172
689	-2
690	-81
691	64
692	80
693	135
694	-48
695	114
696	169
697	147
698	23
699	-25
700	-168
701	-84
702	122
703	119
704	82
705	151
706	-81
707	-50
708	46
709	-101
710	39
711	183
712	-75
713	-126
714	23
715	202
716	200
717	183
718	-83
719	203
720	-89
721	-76
722	110
723	102
724	226
725	77
726	-121
727	-51
728	-13
729	120
730	164
731	62
732	-183
733	-165
734	170
735	22
736	-219
737	-107
738	10
739	-174
740	130
741	5
742	-97
743	148
744	91
745	-110
746	-179
747	159
748	167
749	-27
750	-52
751	-116
752	-161
753	-167
754	157
755	-3
756	-133
757	-38
758	195
759	219
760	183
761	227
762	-39
763	-10
764	-10
765	-85
766	-47
767	154
768	-15
769	-111
770	-46
771	170
772	204
773	147
774	16
775	74
776	-67
777	16
778	-108
779	-93
780	-65
781	-138
782	-140
783	95
784	-75
785	99
786	-69
787	224
788	10
789	-159
790	198
791	41
792	-197
793	-188
794	-81
795	219
796	-160
797	143
798	-152
799	-15
800	162
801	58
802	14
803	177
804	128
805	-135
806	107
807	-134
808	83
809	216
810	57
811	13
812	114
813	155
814	31
815	-33
816	-222
817	-174
818	-226
819	-141
820	-178
821	-209
822	195
823	224
824	160
825	-173
826	-105
827	-195
828	109
829	-76
830	146
831	-40
832	-82
833	-6
834	227
835	-87
836	148
837	-138
838	86
839	160
840	0
841	-199
842	-28
843	87
844	-92
845	14
846	-202
847	-201
848	49
849	-21
850	-125
851	-71
852	-167
853	-53
854	220
855	-4
856	-91
857	-11
858	-92
859	58
860	-31
861	140
862	104
863	-56
864	-79
865	-108
866	-165
867	-118
868	83
869	-154
870	132
871	42
872	175
873	69
874	-24
875	84
876	-209
877	-177
878	70
879	228
880	97
881	-81
882	-18
883	217
884	-98
885	-196
886	95
887	225
888	-9
889	26
890	205
891	140
892	150
893	-206
894	-150
895	-112
896	195
897	-12
898	203
899	9
900	-39
901	88
902	119
903	-152
904	30
905	177
906	-155
907	-18
908	-110
909	21
910	222
911	212
912	-1
913	-13
914	176
915	-170
916	50
917	-102
918	162
919	-48
920	146
921	-104
922	-114
923	-74
924	-127
925	-205
926	-3
927	-105
928	-190
929	19
930	-51
931	-124
932	42
933	13
934	-143
935	149
936	164
937	77
938	155
939	113
940	172
941	179
942	-108
943	-72
944	-80
945	98
946	-95
947	2
948	-199
949	-177
950	-91
951	-115
952	-95
953	69
954	-180
955	-137
956	-102
957	12
958	103
959	-20
960	154
961	28
962	192
963	-62
964	-58
965	18
966	-89
967	121
968	-76
969	196
970	-169
971	2
972	-88
973	25
974	97
975	-50
976	146
977	-160
978	-122
979	28
980	-165
981	150
982	-187
983	-137
984	-101
985	105
986	-21
987	-193
988	197
989	-153
990	86
991	-223
992	0
993	-22
994	197
995	50
996	-217
997	-130
998	17
999	28
1000	221
1001	49
1002	-46
1003	-41
1004	162
1005	-55
1006	-201
1007	-19
1008	85
1009	-5
1010	-171
1011	-49
1012	23
1013	114
1014	91
1015	8
1016	-122
1017	-104
1018	-1
1019	8
1020	-163
1021	155
1022	122
1023	61
1024	85
1025	-186
1026	146
1027	-166
1028	83
1029	-85
1030	-193
1031	118
1032	90
1033	111
1034	176
1035	37
1036	100
1037	184
1038	117
1039	-68
1040	-145
1041	-94
1042	179
1043	180
1044	32
1045	43
1046	-219
1047	-227
1048	181
1049	178
1050	-133
1051	-87
1052	65
1053	48
1054	216
1055	-98
1056	-198
1057	163
1058	189
1059	-204
1060	-94
1061	64
1062	-33
1063	106
1064	-213
1065	-126
1066	-80
1067	98
1068	228
1069	29
1070	25
1071	131
1072	-75
1073	85
1074	87
1075	-181
1076	-217
1077	47
1078	-204
1079	160
1080	-49
1081	22
1082	206
1083	57
1084	91
1085	47
1086	-25
1087	95
1088	131
1089	-170
1090	41
1091	-228
1092	-205
1093	13
1094	158
1095	187
1096	-79
1097	41
1098	-26
1099	57
1100	-141
1101	214
1102	73
1103	-5
1104	63
1105	-56
1106	130
1107	191
1108	21
1109	-88
1110	185
1111	6
1112	-69
1113	-172
1114	-104
1115	200
1116	-9
1117	-172
1118	-79
1119	-196
1120	-191
1121	165
1122	-138
1123	206
1124	72
1125	22
1126	160
1127	-127
1128	107
1129	-218
1130	91
1131	194
1132	-50
1133	-215
1134	150
1135	11
1136	191
1137	-19
1138	16
1139	42
1140	122
1141	59
1142	-122
1143	81
1144	98
1145	-86
1146	64
1147	139
1148	-64
1149	-96
1150	0
1151	-48
1152	-158
1153	14
1154	13
1155	-123
1156	31
1157	87
1158	89
1159	197
1160	-106
1161	-213
1162	171
1163	-93
1164	216
1165	61
1166	81
1167	81
1168	-171
1169	-91
1170	218
1171	3
1172	59
1173	71
1174	137
1175	-218
1176	-120
1177	100
1178	-203
1179	-154
1180	-86
1181	171
1182	89
1183	-226
1184	99
1185	172
1186	195
1187	-167
1188	105
1189	-144
1190	-67
1191	210
1192	169
1193	-90
1194	-103
1195	195
1196	-47
1197	12
1198	-35
1199	229
1200	30
1201	174
1202	36
1203	-118
1204	-28
1205	-91
1206	-221
1207	56
1208	-4
1209	38
1210	-214
1211	-32
1212	-19
1213	123
1214	-196
1215	-69
1216	-13
1217	43
1218	-24
1219	27
1220	144
1221	-15
1222	162
1223	142
1224	-115
1225	-202
1226	-39
1227	-109
1228	63
1229	-191
1230	18
1231	225
1232	-42
1233	-15
1234	-20
1235	-202
1236	-223
1237	-105
1238	146
1239	-190
1240	-210
1241	-106
1242	142
1243	172
1244	-158
1245	39
1246	58
1247	90
1248	49
1249	-140
1250	1
1251	-111
1252	125
