t	S
[/]	[MPa]
0	187
1	176
2	-16
3	134
4	27
5	133
6	-190
7	-94
8	-25
9	132
10	7
11	222
12	149
13	139
14	205
15	4
16	211
17	-213
18	-111
19	56
20	-22
21	-159
22	29
23	-199
24	73
25	-199
26	150
27	-229
28	-96
29	-39
30	-61
31	-82
32	192
33	55
34	116
35	-22
36	114
37	-226
38	2
39	-134
40	55
41	-89
42	-136
43	176
44	-148
45	-154
46	6
47	101
48	2
49	98
50	-121
51	219
52	104
53	209
54	139
55	178
56	-173
57	-132
58	39
59	-138
60	174
61	-87
62	-14
63	-94
64	183
65	-184
66	28
67	-27
68	-171
69	162
70	72
71	205
72	-163
73	206
74	-79
75	-120
76	-78
77	-189
78	43
79	-134
80	30
81	152
82	-159
83	149
84	-214
85	175
86	140
87	-31
88	-172
89	-44
90	-203
91	-160
92	103
93	-103
94	-32
95	117
96	126
97	198
98	52
99	135
100	-107
101	46
102	128
103	-188
104	-77
105	-97
106	150
107	125
108	165
109	-15
110	-228
111	116
112	-80
113	83
114	-82
115	-3
116	-64
117	143
118	53
119	16
120	-67
121	40
122	-139
123	-207
124	-150
125	179
126	92
127	-130
128	-107
129	106
130	-186
131	-47
132	-54
133	54
134	158
135	224
136	123
137	65
138	-209
139	150
140	-123
141	-187
142	180
143	-21
144	11
145	-175
146	43
147	176
148	-16
149	-137
150	-187
151	46
152	-51
153	-167
154	61
155	197
156	-202
157	74
158	125
159	24
160	120
161	14
162	-86
163	-116
164	99
165	-203
166	67
167	-165
168	57
169	-186
170	29
171	80
172	219
173	193
174	210
175	42
176	-131
177	-211
178	61
179	126
180	172
181	-81
182	-78
183	94
184	-23
185	228
186	17
187	-74
188	-28
189	0
190	59
191	-165
192	70
193	193
194	-194
195	-107
196	-22
197	152
198	119
199	-208
200	-139
201	29
202	-132
203	-104
204	-59
205	185
206	144
207	196
208	-139
209	-123
210	134
211	-47
212	-67
213	-106
214	92
215	208
216	-226
217	-60
218	-211
219	-132
220	83
221	-7
222	-32
223	19
224	-161
225	179
226	201
227	-119
228	139
229	-147
230	-142
231	-155
232	-206
233	-110
234	5
235	89
236	161
237	127
238	208
239	98
240	-188
241	-101
242	1
243	-75
244	-157
245	-157
246	204
247	-109
248	143
249	0
250	224
251	-103
252	-59
253	180
254	73
255	122
256	16
257	-184
258	171
259	34
260	172
261	-172
262	129
263	121
264	28
265	-101
266	-47
267	-79
268	167
269	175
270	68
271	-170
272	71
273	193
274	-100
275	88
276	-47
277	-180
278	181
279	-12
280	-172
281	154
282	-52
283	183
284	41
285	87
286	52
287	40
288	-102
289	-116
290	-180
291	28
292	22
293	61
294	-105
295	111
296	-209
297	103
298	204
299	151
300	-112
301	128
302	-27
303	68
304	100
305	115
306	91
307	-37
308	185
309	-114
310	-147
311	-173
312	69
313	-161
314	159
315	-67
316	-132
317	177
318	77
319	2
320	-104
321	130
322	33
323	61
324	-84
325	-77
326	24
327	-158
328	71
329	92
330	66
331	-227
332	-20
333	-184
334	14
335	-103
336	-84
337	-30
338	-80
339	23
340	112
341	-112
342	26
343	-64
344	66
345	152
346	-214
347	-164
348	167
349	-56
350	143
351	169
352	-185
353	65
354	6
355	220
356	183
357	-229
358	134
359	215
360	-60
361	64
362	-131
363	-1
364	-126
365	-138
366	-68
367	107
368	22
369	-99
370	44
371	179
372	7
373	-145
374	17
375	209
376	210
377	80
378	-67
379	189
380	190
381	200
382	-87
383	79
384	-215
385	-226
386	62
387	-210
388	136
389	-101
390	191
391	104
392	33
393	-82
394	-15
395	19
396	42
397	19
398	189
399	-126
400	-194
401	-11
402	-134
403	-103
404	-72
405	-89
406	-85
407	-140
408	-77
409	187
410	-195
411	88
412	173
413	68
414	-41
415	46
416	80
