t	S
[/]	[MPa]
0	13
1	-55
2	16
3	7
4	-28
5	67
6	-60
7	-76
8	44
9	-135
10	227
11	-37
12	-199
13	189
14	200
15	89
16	-16
17	-119
18	226
19	-38
20	-88
21	82
22	-226
23	-78
24	-41
25	70
26	60
27	10
28	-105
29	-85
30	-183
31	144
32	21
33	-65
34	-85
35	-30
36	7
37	207
38	213
39	-38
40	206
41	-41
42	-226
43	26
44	-53
45	-221
46	134
47	-2
48	139
49	6
50	141
51	-177
52	88
53	112
54	13
55	210
56	49
57	-205
58	105
59	38
60	16
61	117
62	192
63	-107
64	90
65	-161
66	166
67	58
68	33
69	-9
70	-166
71	-62
72	-146
73	-158
74	-142
75	-40
76	-27
77	-78
78	17
79	51
80	54
81	217
82	-185
83	54
84	54
85	-165
86	-109
87	47
88	-3
89	-43
90	216
91	194
92	210
93	105
94	-180
95	-207
96	-48
97	3
98	154
99	-185
100	-136
101	139
102	-192
103	76
104	-127
105	-4
106	-185
107	170
108	-180
109	161
110	-114
111	-163
112	73
113	79
114	224
115	-25
116	84
117	61
118	-189
119	191
120	147
121	-200
122	-138
123	122
124	73
125	129
126	214
127	151
128	109
129	211
130	128
131	-80
132	188
133	-160
134	71
135	193
136	80
137	86
138	-140
139	127
140	198
141	-52
142	44
143	-209
144	23
145	2
146	-71
147	33
148	55
149	-53
150	-196
151	-46
152	-83
153	154
154	223
155	-192
156	128
157	-70
158	92
159	-169
160	-78
161	143
162	-91
163	-98
164	146
165	-87
166	162
167	99
168	63
169	-37
170	-209
171	-88
172	-219
173	-195
174	15
175	-213
176	-154
177	35
178	-139
179	-22
180	43
181	130
182	145
183	196
184	110
185	37
186	88
187	-126
188	-196
189	-222
190	-59
191	107
192	19
193	200
194	-171
195	-3
196	33
197	-108
198	-101
199	200
200	-228
201	-135
202	-129
203	212
204	-77
205	132
206	-140
207	173
208	200
209	-18
210	-169
211	114
212	76
213	-64
214	-89
215	-143
216	104
217	-203
218	-85
219	107
220	94
221	186
222	183
223	-66
224	-127
225	208
226	149
227	134
228	-176
229	150
230	-50
231	-137
232	-191
233	81
234	-19
235	-57
236	-200
237	-168
238	-182
239	141
240	118
241	-112
242	47
243	226
244	198
245	-27
246	-199
247	57
248	-167
249	132
250	66
251	48
252	-187
253	228
254	217
255	151
256	162
257	-206
258	163
259	-4
260	-180
261	70
262	74
263	-114
264	193
265	105
266	83
267	205
268	166
269	61
270	70
271	59
272	218
273	-162
274	-186
275	69
276	-215
277	222
278	-158
279	70
280	-1
281	85
282	-88
283	195
284	-209
285	214
286	48
287	-215
288	-8
289	-209
290	155
291	105
292	-224
293	110
294	195
295	83
296	169
297	-154
298	8
299	121
300	180
301	29
302	-130
303	83
304	-47
305	210
306	-219
307	50
308	31
309	61
310	115
311	197
312	79
313	-133
314	208
315	28
316	-43
317	103
318	-143
319	-19
320	189
321	-109
322	-138
323	230
324	-134
325	89
326	-188
327	-173
328	-203
329	-120
330	-37
331	143
332	171
333	-75
334	142
335	37
336	20
337	-13
338	-93
339	182
340	118
341	-104
342	-29
343	126
344	188
345	171
346	152
347	-208
348	-124
349	-124
350	-65
351	76
352	168
353	209
354	-74
355	-134
356	1
357	92
358	-16
359	176
360	201
361	-50
362	-103
363	-55
364	-35
365	66
366	-54
367	-71
368	115
369	-1
370	171
371	-18
372	-169
373	40
374	204
375	-77
376	131
377	-223
378	0
379	20
380	-30
381	30
382	226
383	-174
384	-22
385	-95
386	-4
387	172
388	-172
389	-121
390	-115
391	185
392	-19
393	43
394	192
395	120
396	185
397	40
398	55
399	-89
400	-107
401	114
402	-133
403	133
404	102
405	-22
406	-28
407	93
408	214
409	213
410	-183
411	-143
412	-188
413	85
414	-224
415	-97
416	104
417	-120
418	-186
419	58
420	56
421	48
422	-226
423	23
424	170
425	-125
426	-109
427	164
428	-75
429	-166
430	-91
431	-50
432	54
433	106
434	144
435	111
436	-179
437	55
438	-61
439	-15
440	-191
441	-226
442	90
443	87
444	-31
445	201
446	130
447	-47
448	116
449	166
450	-207
451	-217
452	101
453	-169
454	-136
455	-176
456	-217
457	49
458	-156
459	8
460	-60
461	-2
462	121
463	-119
464	-97
465	-120
466	-135
467	194
468	128
469	18
470	-54
471	-114
472	-127
473	-46
474	145
475	130
476	144
477	0
478	129
479	178
480	42
481	-103
482	-81
483	222
484	189
485	35
486	-36
487	199
488	-50
489	54
490	-136
491	-65
492	66
493	109
494	-168
495	-230
496	23
497	166
498	79
499	-1
500	-1
501	-210
502	136
503	219
504	88
505	57
506	116
507	90
508	32
509	32
510	-53
511	-2
512	230
513	-103
514	159
515	55
516	87
517	172
518	-51
519	-27
520	201
521	161
522	74
523	199
524	-82
525	41
526	189
527	-168
528	193
529	160
530	-113
531	-177
532	-106
533	193
534	-54
535	116
536	-67
537	219
538	-173
539	90
540	-203
541	50
542	-4
543	217
544	-11
545	151
546	-220
547	-230
548	-3
549	-191
550	146
551	-161
552	-137
553	13
554	-35
555	-25
556	-8
557	29
558	-159
559	3
560	153
561	-186
562	-39
563	151
564	-39
565	-217
566	-17
567	-38
568	-97
569	207
570	219
571	167
572	90
573	-132
574	67
575	36
576	214
577	-113
578	-216
579	-78
580	17
581	176
582	100
583	72
584	11
585	-51
586	140
587	76
588	5
589	-43
590	-30
591	-105
592	87
593	-42
594	-104
595	-104
596	80
597	123
598	140
599	-122
600	-35
601	74
602	-134
603	74
604	177
605	-76
606	56
607	-171
608	-175
609	-22
610	201
611	-63
612	114
613	-166
614	-98
615	-134
616	3
617	63
618	-53
619	-54
620	55
621	-139
622	-107
623	192
624	-123
625	-197
626	-206
627	-39
628	185
629	-89
630	6
631	-173
632	-173
633	192
634	-145
635	109
636	-166
637	-121
638	62
639	-71
640	-102
641	78
642	30
643	44
644	134
645	-207
646	6
647	-187
648	80
649	-98
650	49
651	104
652	-12
653	-204
654	-133
655	-158
656	-213
657	-167
658	124
659	-85
660	-86
661	-50
662	-129
663	-115
664	-107
665	-102
666	-73
667	4
668	37
669	30
670	-56
671	159
672	61
673	-176
674	-145
675	166
676	139
677	-49
678	-190
679	104
680	136
681	-189
682	-107
683	48
684	-220
685	125
686	99
687	217
688	-54
689	-105
690	-86
691	-174
692	188
693	-204
694	-197
695	-193
696	-201
697	220
698	-3
699	-104
700	151
701	204
702	-114
703	-162
704	214
705	-123
706	-78
707	113
708	19
709	-179
710	-120
711	14
712	-120
713	-200
714	152
715	-22
716	208
717	-31
718	-141
719	-61
720	-165
721	-87
722	-6
723	118
724	-223
725	119
726	-77
727	176
728	-46
729	168
730	208
731	148
732	199
733	-143
734	-118
735	-12
736	-60
737	-149
738	-153
739	-53
740	163
741	80
742	-79
743	-118
744	68
745	218
746	-129
747	-3
748	-101
749	163
750	206
751	77
752	69
753	-95
754	-4
755	55
756	-154
757	-222
758	77
759	88
760	-31
761	158
762	-125
763	115
764	147
765	-14
766	3
767	25
768	-144
769	4
770	-98
771	-122
772	-120
773	-161
774	227
775	133
776	-68
777	39
778	76
779	88
780	67
781	105
782	-188
783	111
784	11
785	-56
786	94
787	-56
788	-151
789	-160
790	-216
791	-15
792	48
793	-108
794	224
795	205
796	-206
797	68
798	216
799	37
800	-124
801	12
802	111
803	214
804	-168
805	-115
806	155
807	-223
808	187
809	-63
810	172
811	23
812	-28
813	68
814	-105
815	134
816	-164
817	-52
818	195
819	-1
820	132
821	80
822	-55
823	128
