t	S
[/]	[MPa]
0	-230
1	146
2	-162
3	48
4	-158
5	-52
6	-192
7	-6
8	15
9	-225
10	25
11	158
12	-16
13	-214
14	-31
15	-109
16	-80
17	-133
18	211
19	-167
20	208
21	24
22	-144
23	40
24	-92
25	-70
26	-150
27	48
28	78
29	-85
30	-31
31	-184
32	125
33	-145
34	131
35	208
36	180
37	87
38	124
39	120
40	19
41	111
42	-51
43	-223
44	-208
45	-151
46	1
47	121
48	-150
49	-102
50	-200
51	-199
52	21
53	66
54	-179
55	34
56	-36
57	-43
58	-226
59	-210
60	-39
61	105
62	-31
63	-66
64	-85
65	-139
66	-133
67	56
68	161
69	-224
70	-78
71	-26
72	-87
73	137
74	-209
75	-29
76	32
77	-148
78	24
79	-183
80	35
81	140
82	-196
83	90
84	-156
85	-35
86	164
87	164
88	138
89	154
90	-61
91	7
92	26
93	-33
94	58
95	-54
96	194
97	128
98	-203
99	-204
100	-190
101	-32
102	-184
103	-40
104	198
105	226
106	42
107	140
108	106
109	190
110	-202
111	-64
112	-42
113	162
114	-4
115	-208
116	-19
117	214
118	-109
119	-184
120	-144
121	-4
122	-10
123	-38
124	-86
125	-57
126	-105
127	-7
128	-35
129	0
130	138
131	-192
132	-68
133	-166
134	-173
135	197
136	-209
137	109
138	-138
139	26
140	-126
141	-207
142	-9
143	140
144	14
145	-111
146	121
147	145
148	112
149	164
150	101
151	142
152	225
153	-167
154	-95
155	-2
156	-170
157	-185
158	25
159	-130
160	-115
161	200
162	34
163	4
164	-115
165	-222
166	43
167	-91
168	110
169	123
170	197
171	30
172	-100
173	205
174	186
175	-98
176	147
177	-173
178	-223
179	111
180	9
181	149
182	145
183	-144
184	70
185	14
186	-116
187	101
188	2
189	151
190	104
191	149
192	-70
193	117
194	158
195	-79
196	-205
197	-62
198	-5
199	225
200	-168
201	153
202	-5
203	-130
204	121
205	104
206	-138
207	-199
208	-108
209	-32
210	82
211	-24
212	-111
213	-212
214	154
215	44
216	28
217	-83
218	-101
219	-57
220	-71
221	101
222	128
223	26
224	223
225	-81
226	-37
227	168
228	-122
229	4
230	-185
231	-220
232	-139
233	-46
234	-149
235	-207
236	-5
237	15
238	-124
239	69
240	215
241	178
242	143
243	-86
244	113
245	139
246	-78
247	158
248	-76
249	-54
250	211
251	4
252	-116
253	53
254	-205
255	195
256	-126
257	-86
258	56
259	67
260	142
261	-137
262	-217
263	117
