t	S
[/]	[MPa]
0	-88
1	51
2	-6
3	-22
4	-220
5	-51
6	9
7	-185
8	127
9	81
10	-182
11	220
12	198
13	53
14	72
15	-140
16	-80
17	-95
18	-201
19	-118
20	155
21	-192
22	-36
23	188
24	-153
25	-30
26	-2
27	-19
28	-112
29	-220
30	-212
31	76
32	-195
33	-34
34	-106
35	-64
36	203
37	221
38	-218
39	198
40	168
41	19
42	-19
43	-20
44	-145
45	10
46	-155
47	100
48	84
49	-52
50	211
51	-126
52	187
53	160
54	-170
55	-59
56	165
57	-171
58	-211
59	68
60	11
61	-154
62	-147
63	-75
64	103
65	-115
66	199
67	105
68	230
69	51
70	34
71	-116
72	205
73	167
74	-84
75	-27
76	74
77	-130
78	-30
79	179
80	-123
81	-161
82	158
83	-184
84	-208
85	21
86	20
87	119
88	161
89	-174
90	180
91	-160
92	-179
93	-209
94	-3
95	-104
96	157
97	-21
98	-59
99	93
100	124
101	24
102	59
103	-205
104	121
105	-167
106	-186
107	-151
108	-70
109	167
110	223
111	-172
112	-174
113	-151
114	-1
115	45
116	58
117	-105
118	-65
119	131
120	-78
121	-108
122	97
123	102
124	-36
125	57
126	-222
127	-42
128	-46
129	-19
130	41
131	227
132	225
133	142
134	34
135	-8
136	-160
137	-103
138	55
139	-102
140	-136
141	194
142	-134
143	-59
144	30
145	-73
146	-51
147	-167
148	132
149	-102
150	20
151	57
152	26
153	-50
154	72
155	-120
156	206
157	-144
158	154
159	147
160	-88
161	-211
162	-209
163	62
164	112
165	-207
166	-37
167	-99
168	159
169	47
170	-205
171	95
172	-126
173	-40
174	-16
175	-102
176	18
177	216
178	101
179	-100
180	227
181	62
182	213
183	128
184	158
185	187
186	-85
187	190
188	229
189	59
190	18
191	-99
192	3
193	-81
194	222
195	-89
196	-205
197	-21
198	-230
199	165
200	-220
201	142
202	28
203	25
204	30
205	-109
206	160
207	-97
208	-153
209	167
210	134
211	-6
212	-53
213	-200
214	-11
215	-188
216	209
217	-59
218	-5
219	-17
220	114
221	148
222	-81
223	55
224	220
225	-97
226	-13
