t	S
[/]	[MPa]
0	44
1	44
2	188
3	74
4	-188
5	209
6	205
7	-11
8	175
9	96
10	38
11	62
12	179
13	-126
14	51
15	65
16	-138
17	-101
18	-175
19	-54
20	-110
21	-154
22	-114
23	-59
24	-213
25	-153
26	106
27	-150
28	-75
29	-179
30	-177
31	-150
32	5
33	-90
34	105
35	-78
36	120
37	-132
38	156
39	82
40	-134
41	19
42	56
43	-15
44	42
45	57
46	-149
47	212
48	-218
49	84
50	126
51	-6
52	209
53	87
54	-123
55	-160
56	124
57	134
58	93
59	-106
60	63
61	58
62	-49
63	-59
64	118
65	201
66	-27
67	48
68	-214
69	-224
70	37
71	-9
72	76
73	-213
74	7
75	63
76	152
77	138
78	-82
79	45
80	-151
81	146
82	140
83	-96
84	-88
85	115
86	-30
87	144
88	162
89	-117
90	175
91	97
92	5
93	-194
94	-106
95	-110
96	-150
97	-204
98	210
99	190
100	83
101	163
102	30
103	27
104	-34
105	174
106	8
107	-90
108	-81
109	211
110	101
111	-54
112	58
113	-125
114	-199
115	-189
116	-1
117	-30
118	-69
119	83
120	132
121	116
122	-18
123	158
124	82
125	-201
126	157
127	-169
128	-124
129	-201
130	-106
131	-131
132	55
133	-93
134	-163
135	-93
136	88
137	31
138	-188
139	-229
140	228
141	86
142	17
143	64
144	-78
145	30
146	97
147	103
148	178
149	-157
150	-169
151	140
152	81
153	-121
154	-105
155	90
156	94
157	-59
158	-226
159	-20
160	-66
161	-197
162	-55
163	125
164	-63
165	-49
166	-130
167	149
168	81
169	77
170	98
171	106
172	-182
173	128
174	-10
175	186
176	217
177	195
178	207
179	131
180	-54
181	-195
182	223
183	25
184	-28
185	75
186	155
187	203
188	-48
189	179
190	229
191	-173
192	-151
193	138
194	-163
195	184
196	20
197	-111
198	157
199	-1
200	-69
201	-192
202	15
203	-169
204	-55
205	-83
206	123
207	49
208	-211
209	-27
210	184
211	-160
212	-139
213	-30
214	-165
215	107
216	180
217	-180
218	35
219	94
220	-75
221	29
222	-108
223	156
224	-150
225	-155
226	-151
227	187
228	-9
229	220
230	49
231	-149
232	30
233	127
234	158
235	-127
236	-188
237	28
238	16
239	166
240	-166
241	24
242	-65
243	-77
244	82
245	97
246	80
247	101
248	-146
249	-132
250	148
251	-15
252	196
253	31
254	-175
255	-30
256	-143
257	114
258	-115
259	-194
260	197
261	3
262	88
263	-191
264	225
265	120
266	-39
267	220
268	55
269	198
270	119
271	74
272	-37
273	-53
274	-57
275	-85
276	152
277	-218
278	-151
279	57
280	125
281	-178
282	-18
283	56
284	196
285	-207
286	-2
287	-225
288	132
289	-188
290	64
291	77
292	-18
293	61
294	-108
295	-125
296	170
297	-228
298	-142
299	5
300	-11
301	-109
302	-61
303	-72
304	-123
305	-164
306	-17
307	-30
308	8
309	-27
310	84
311	-120
312	-140
313	12
314	-120
315	91
316	-191
317	136
318	117
319	-142
320	-223
321	115
322	109
323	-29
324	34
325	121
326	57
327	20
328	-133
329	53
330	-89
331	-66
332	-198
333	185
334	-123
335	134
336	195
337	-152
338	-44
339	213
340	211
341	111
342	-96
343	20
344	-120
345	15
346	138
347	16
348	95
349	146
350	-125
351	137
352	1
353	-99
354	-190
355	145
356	102
357	45
358	-220
359	-85
360	118
361	-162
362	-158
363	130
364	-32
365	-135
366	100
367	-35
368	-53
369	37
370	-29
371	221
372	108
373	-6
374	-220
375	10
376	96
377	-150
378	-226
379	77
380	-175
381	-146
382	-227
383	132
384	-92
385	111
386	130
387	25
388	201
389	198
390	7
391	-215
392	-96
393	-26
394	-164
395	20
396	206
397	218
398	-93
399	-153
400	47
401	-70
402	132
403	35
404	166
405	-76
406	-123
407	183
408	-128
409	36
410	51
411	-213
412	121
413	-174
414	-6
415	-157
416	43
417	-114
418	67
419	-122
420	138
421	190
422	126
423	-105
424	-23
425	52
426	180
427	-65
428	190
429	-105
430	206
431	-215
432	-43
433	-138
434	58
435	98
436	-185
437	202
438	70
439	-104
440	-171
441	11
442	79
443	-186
444	-74
445	143
446	-113
447	-34
448	-221
449	208
450	-174
451	-215
452	116
453	69
454	219
455	-60
456	193
457	-65
458	33
459	-220
460	55
461	-57
462	23
463	31
464	-48
465	93
466	33
467	13
468	25
469	-4
470	-28
471	-229
472	5
473	83
474	37
475	-209
476	-132
477	185
478	215
479	-57
480	160
481	60
482	-158
483	-44
484	55
485	-86
486	-141
487	73
488	-175
489	35
490	21
491	141
492	133
493	-1
494	192
495	7
496	208
497	160
498	-58
499	42
500	112
501	148
502	-80
503	-159
504	-71
505	-164
506	30
507	-226
508	-173
509	142
510	86
511	164
512	49
513	50
514	-148
515	-43
516	-132
517	-47
518	-184
519	134
520	86
521	-29
522	-16
523	-165
524	-103
525	33
526	101
527	-114
528	-207
529	171
530	-229
531	192
532	103
533	40
534	-175
535	-3
536	-102
537	-186
538	73
539	26
540	214
541	-44
542	2
543	41
544	205
545	43
546	29
547	227
548	25
549	-198
550	189
551	-100
552	-87
553	180
554	-151
555	-30
556	186
557	50
558	-54
559	-71
560	-182
561	-167
562	-68
563	164
564	-68
565	187
566	25
567	-204
568	-45
569	134
570	182
571	-83
572	-56
573	33
574	-34
575	102
576	-79
577	-59
578	46
579	-31
580	155
581	131
582	-55
583	126
584	73
585	81
586	-172
587	-3
588	161
589	132
590	-19
591	31
592	55
593	-80
594	162
595	207
596	-45
597	225
598	118
599	-26
600	-122
601	-149
602	-137
603	156
604	-163
605	42
606	105
607	82
608	-203
609	-196
610	-46
611	196
612	198
613	133
614	87
615	198
616	-186
617	47
618	180
619	-101
620	17
621	-219
622	-66
623	-152
624	63
625	135
626	-48
627	77
628	51
629	-157
630	-92
631	98
632	84
633	89
634	61
635	141
636	-205
637	120
638	190
639	-57
640	161
641	113
642	216
643	-29
644	-132
645	-140
646	-192
647	58
648	-134
649	-222
650	11
651	112
652	-151
653	199
654	-131
655	-42
656	-109
657	130
658	94
659	184
660	-158
661	-124
662	131
663	-227
664	119
665	-170
666	-213
667	113
668	-6
669	-161
670	-35
671	-77
672	47
673	224
674	-37
675	183
676	87
677	90
678	229
679	-103
680	15
681	187
682	-11
683	57
684	-43
685	19
686	104
687	20
688	-137
689	93
690	-56
691	-10
692	-63
693	-52
694	-161
695	52
696	-1
697	67
698	-128
699	188
700	-39
701	164
702	-189
703	-47
704	192
705	-103
706	-155
707	62
708	196
709	-126
710	136
711	-139
712	22
713	-47
714	-141
715	-170
716	-31
717	-230
718	149
719	-168
720	154
721	-101
722	0
723	216
724	-169
725	-62
726	59
727	-166
728	-31
729	193
730	-199
731	59
732	-105
733	-162
734	60
735	86
736	-224
737	22
738	-8
739	-219
740	131
741	139
742	22
743	-171
744	146
745	-118
746	214
747	172
748	28
749	-151
750	37
751	162
752	-6
753	151
754	-206
755	62
756	-145
757	-135
758	77
759	-216
760	205
761	-44
762	-165
763	28
764	22
765	226
766	-155
767	-83
768	-123
769	-88
770	-62
771	-182
772	36
773	9
774	-105
775	-198
776	-63
777	119
778	-189
779	-149
780	-4
781	33
782	162
783	-66
784	-34
785	-176
786	178
