t	S
[/]	[MPa]
0	-78
1	215
2	-145
3	-93
4	14
5	-70
6	-53
7	-209
8	-162
9	214
10	-110
11	-95
12	-129
13	161
14	181
15	-165
16	85
17	-9
18	86
19	97
20	186
21	199
22	84
23	13
24	47
25	97
26	-118
27	-113
28	110
29	148
30	171
31	26
32	87
33	197
34	-211
35	39
36	-128
37	227
38	-150
39	30
40	-126
41	65
42	-183
43	-114
44	-136
45	-215
46	89
47	-202
48	-220
49	-55
50	171
51	-123
52	-205
53	-172
54	-174
55	129
56	-166
57	153
58	112
59	91
60	151
61	-225
62	-76
63	-16
64	-42
65	-70
66	135
67	-170
68	45
69	-51
70	72
71	-200
72	89
73	-52
74	129
75	-183
76	-175
77	-135
78	-70
79	118
80	-38
81	-48
82	154
83	128
84	11
85	58
86	-138
87	-58
88	155
89	56
90	-47
91	124
92	-3
93	221
94	-150
95	88
96	193
97	-136
98	5
99	-170
100	15
101	24
102	-160
103	-113
104	214
105	15
106	-15
107	-65
108	-91
109	102
110	52
111	-126
112	-213
113	-168
114	-137
115	-75
116	94
117	31
118	2
119	116
120	222
121	-172
122	13
123	-101
124	-152
125	-80
126	-15
127	1
128	-126
129	-220
130	60
131	-175
132	78
133	-59
134	13
135	-222
136	74
137	102
138	-140
139	-167
140	-81
141	32
142	155
143	-181
144	-127
145	-107
146	-194
147	63
148	-21
149	-31
150	-136
151	-222
152	21
153	89
154	-207
155	128
156	93
157	7
158	67
159	218
160	-20
161	-102
162	20
163	-100
164	-82
165	82
166	186
167	-141
168	-93
169	125
170	187
171	-126
172	-3
173	168
174	80
175	-61
176	-101
177	137
178	77
179	225
180	-52
181	223
182	-224
183	-13
184	59
185	212
186	195
187	198
188	-118
189	-188
190	-97
191	-182
192	-139
193	22
194	206
195	210
196	202
197	-189
198	-102
199	57
200	-225
201	-48
202	210
203	173
204	-33
205	212
206	32
207	-97
208	-112
209	73
210	128
211	-111
212	34
213	-145
214	213
215	25
216	-118
217	50
218	229
219	28
220	-50
221	49
222	200
223	-36
224	-218
225	35
226	2
227	-226
228	-172
229	220
230	-105
231	-143
232	220
233	-99
234	-173
235	89
236	-86
237	-146
238	142
239	226
240	-185
241	-105
242	192
243	-18
244	187
245	106
246	169
247	51
248	-29
249	-201
250	-144
251	-218
252	-89
253	-68
254	206
255	-105
256	213
257	33
258	-66
259	99
260	-227
261	-192
262	-163
263	175
264	-166
265	-161
266	-74
267	87
268	-210
269	-216
270	165
271	205
272	105
273	-57
274	-9
275	-104
276	27
277	130
278	135
279	-142
280	24
281	-136
282	153
283	176
284	196
285	-153
286	-23
287	-97
288	-91
289	8
290	-186
291	142
292	-55
293	184
294	-223
295	-50
296	-27
297	144
298	-142
299	-221
300	-184
301	128
302	-192
303	-8
304	-103
305	-56
306	219
307	-200
308	119
309	116
310	7
311	116
312	11
313	40
314	-196
315	-65
316	-83
317	-142
318	86
319	-150
320	150
321	-202
322	-121
323	159
324	119
325	84
326	-88
327	-221
328	-167
329	190
330	88
331	164
332	58
333	117
334	-5
335	-154
336	172
337	-124
338	-13
339	-133
340	-23
341	-213
342	-42
343	-168
344	179
345	33
346	18
347	-69
348	-159
349	-65
350	178
351	75
352	210
353	-126
354	139
355	-201
356	-115
357	18
358	-189
359	15
360	-15
361	78
362	-35
363	-15
364	-15
365	107
366	186
367	85
368	-96
369	76
370	-18
371	83
372	-215
373	66
374	80
375	-4
376	105
377	187
378	-196
379	-23
380	-16
381	83
382	-130
383	-208
384	-154
385	-65
386	-117
387	83
388	-182
389	168
390	137
391	125
392	-82
393	-198
394	-60
395	-212
396	63
397	184
398	-180
399	204
400	-121
401	87
402	35
403	200
404	-30
405	218
406	193
407	-135
408	209
409	-20
410	-32
411	7
412	142
413	168
414	111
415	-177
416	211
417	-16
418	86
419	170
420	41
421	181
422	112
423	46
424	-9
425	140
426	177
427	-117
428	37
429	-202
430	210
431	-90
432	-213
433	-139
434	209
435	218
436	30
437	183
438	-123
439	169
440	-67
441	-179
442	-190
443	132
444	-44
445	-215
446	-29
447	95
448	136
449	208
450	-131
451	101
452	182
453	27
454	70
455	-33
456	113
457	101
458	-87
459	225
460	91
461	-194
462	-175
463	-1
464	-26
465	-20
466	197
467	-86
468	-194
469	12
470	198
471	-208
472	-155
473	147
474	70
475	19
476	-169
477	171
478	-160
479	50
480	-123
481	-230
482	26
483	-23
484	-74
485	-125
486	10
487	-57
488	114
489	-137
490	182
491	-137
492	195
493	204
494	184
495	-128
496	-13
497	212
498	57
499	190
500	139
501	116
502	-202
503	20
504	-38
505	-205
506	221
507	-10
508	218
509	200
510	-30
511	98
512	-125
513	179
514	196
515	175
516	57
517	105
518	-111
519	38
520	-9
521	155
522	-128
523	178
524	43
525	-95
526	-177
527	-144
528	-175
529	-227
530	-188
531	59
532	-69
533	127
534	-100
535	14
536	118
537	-23
538	-187
539	35
540	-134
541	101
542	-30
543	227
544	-45
545	53
546	127
547	143
548	-62
549	-35
550	-52
551	-105
552	-198
553	60
554	228
555	-107
556	-28
557	31
558	-149
559	-161
560	33
561	160
562	-108
563	34
564	-102
565	119
566	179
567	-95
568	18
569	-131
570	141
571	0
572	-134
573	218
574	-191
575	-104
576	193
577	-125
578	97
579	-149
580	-79
581	66
582	-54
583	50
584	91
585	-71
586	-82
587	-76
588	-224
589	105
590	-36
591	102
592	-63
593	213
594	-157
595	191
596	193
597	76
598	-171
599	-92
600	-155
601	-165
602	-185
603	-124
604	-1
605	-133
606	-81
607	207
608	201
609	-29
610	-224
611	-64
612	102
613	78
614	-8
615	-116
616	69
617	-33
618	167
619	-79
620	-188
621	77
622	162
623	-77
624	-225
625	44
626	-128
627	218
628	16
629	-13
630	3
631	-185
632	-116
633	93
634	-196
635	-122
636	-26
637	-100
638	-204
639	194
640	135
641	135
642	3
643	-118
644	195
645	139
646	115
647	-169
648	223
649	-208
650	213
651	-192
652	165
653	-129
654	29
655	189
656	213
657	-145
658	-223
659	-209
660	-196
661	47
662	93
663	-96
664	-119
665	-107
666	-169
667	87
668	-182
669	-178
670	10
671	140
672	85
673	35
674	-36
675	-17
676	109
677	34
678	-17
679	-175
680	119
681	0
682	-88
683	191
684	212
685	-203
686	55
687	-226
688	34
689	228
690	31
691	-188
692	173
693	104
694	-90
695	-218
696	86
697	-212
698	191
699	-158
700	-144
701	93
702	97
703	-223
704	-94
705	-28
706	186
707	77
708	-226
709	-127
710	212
711	-41
712	-140
713	-158
714	-216
715	-97
716	203
717	57
718	15
719	-162
720	-204
721	58
722	180
723	-212
724	146
725	97
726	156
727	196
728	186
729	23
730	-179
731	93
732	209
733	-58
734	-19
735	-19
736	204
737	189
738	87
739	-153
740	-150
741	48
742	-145
743	-90
744	63
745	126
746	182
747	-31
748	-122
749	117
750	-202
751	19
752	123
753	120
754	-88
755	-148
756	-201
757	75
758	-142
759	-6
760	-6
761	-123
762	-41
763	-25
764	-106
765	160
766	104
767	172
768	61
769	170
770	3
771	-26
772	82
773	-199
774	-145
775	-36
776	-154
777	172
778	-129
779	75
780	-98
781	113
782	176
783	-132
784	116
785	37
786	-33
787	-158
788	-161
789	-215
790	73
791	138
792	19
793	11
794	102
795	182
796	-90
797	5
798	-214
799	-148
800	-98
801	16
802	115
803	-8
804	-217
805	162
806	-108
807	16
808	-32
809	-151
810	-116
811	21
812	152
813	-82
814	221
815	-45
816	65
817	-105
818	177
819	167
820	-134
821	-2
822	-230
823	17
824	27
825	162
826	-27
827	-167
828	-149
829	220
830	-87
831	110
832	-193
833	23
834	22
835	29
836	181
837	164
838	71
839	124
840	-196
841	-161
842	15
843	-178
844	162
845	-66
846	-12
847	209
848	143
849	45
850	157
851	-230
852	-73
853	-107
854	143
855	186
856	-187
857	95
858	48
859	-110
860	14
861	62
862	121
863	-5
864	-195
865	69
866	30
867	-110
868	19
869	-48
870	-113
871	-200
872	-225
873	185
874	90
875	30
876	-95
877	-184
878	155
879	31
880	-15
881	-215
882	6
883	74
884	135
885	-134
886	-14
887	-2
888	19
889	-139
890	-91
891	-126
892	114
893	172
894	163
895	26
896	-43
897	154
898	154
899	24
900	-211
901	186
902	-43
903	174
904	-173
905	219
906	176
907	83
908	-211
909	134
910	192
911	-84
912	-125
913	209
914	-229
915	-36
916	96
917	148
918	170
919	43
920	-41
921	-214
922	134
923	160
924	213
925	33
926	7
927	19
928	-16
929	70
930	-223
931	-118
932	-85
933	-44
934	111
935	-39
936	110
937	-219
938	197
939	122
940	-88
941	-4
942	-22
943	-81
944	138
945	30
946	-65
947	189
948	24
949	-104
950	-46
951	158
952	128
953	-80
954	-175
955	207
956	-196
957	-114
958	-120
959	-129
960	-137
961	121
962	200
963	54
964	219
965	-65
966	25
967	-18
968	35
969	-17
970	97
971	127
972	-54
973	213
974	122
975	183
976	122
977	87
978	35
979	-90
980	230
981	85
982	-172
983	-106
984	-222
985	135
986	116
987	-49
988	-117
989	-131
990	-172
991	0
992	217
993	-77
994	202
995	-63
996	-91
997	210
998	-110
999	-101
1000	-154
1001	-171
1002	76
1003	191
1004	22
1005	-191
1006	2
1007	-12
1008	190
1009	80
1010	-58
1011	-61
1012	-52
1013	-38
1014	212
1015	-73
1016	-4
1017	134
1018	-177
1019	-38
1020	230
1021	124
1022	198
1023	-124
1024	-224
1025	-82
1026	-159
1027	-1
1028	-178
1029	45
1030	7
1031	19
1032	112
1033	72
1034	-166
1035	-60
1036	167
1037	13
1038	-22
1039	-189
1040	118
1041	-39
1042	-135
1043	108
1044	-79
1045	52
1046	116
1047	50
1048	-104
1049	-206
1050	127
1051	-230
1052	201
1053	-160
1054	-180
1055	158
1056	-110
1057	-50
1058	53
1059	-183
1060	-1
1061	97
1062	-51
1063	-207
1064	-208
1065	-161
1066	56
1067	157
1068	203
1069	-221
1070	-119
1071	24
1072	152
1073	101
1074	-12
1075	-32
1076	-155
1077	137
1078	142
1079	-20
1080	-162
1081	-11
1082	-5
1083	-183
1084	92
1085	-138
1086	-38
1087	73
1088	228
1089	111
1090	-113
1091	-169
1092	19
1093	87
1094	23
1095	-170
1096	-84
1097	136
1098	173
1099	-73
1100	-98
1101	73
1102	159
1103	-121
1104	66
1105	33
1106	-185
1107	-146
1108	-6
1109	99
1110	-70
1111	-73
1112	-180
1113	-167
1114	-38
1115	-63
1116	-223
1117	-195
1118	8
1119	-156
1120	-33
1121	-181
1122	198
1123	-2
1124	-224
1125	-189
1126	139
1127	-183
1128	-28
1129	224
1130	-44
1131	-102
1132	-61
1133	-170
1134	88
1135	181
1136	-97
1137	-210
1138	-189
1139	3
1140	-4
1141	-216
1142	224
1143	67
1144	-168
1145	-121
1146	-163
1147	182
1148	-203
1149	-28
1150	-39
1151	-155
1152	-208
1153	114
1154	52
1155	112
1156	-26
1157	-53
1158	-58
1159	88
1160	-68
1161	122
1162	140
1163	183
1164	17
1165	52
1166	82
1167	-86
1168	-219
1169	58
1170	115
1171	-27
1172	38
1173	160
1174	-171
1175	156
1176	-229
1177	-151
1178	26
1179	-95
1180	-173
1181	-37
1182	-4
1183	-15
1184	222
1185	27
1186	66
1187	20
1188	44
1189	69
1190	119
1191	199
1192	76
1193	142
1194	92
1195	150
1196	143
1197	221
1198	-116
1199	-92
1200	-9
1201	6
1202	200
1203	60
1204	11
1205	73
1206	96
1207	-147
1208	210
1209	-110
1210	159
1211	21
1212	22
1213	-32
1214	-192
1215	65
1216	-130
1217	8
1218	-70
1219	23
1220	-210
1221	174
1222	157
1223	-201
1224	-103
1225	-160
1226	-23
1227	-98
1228	-106
1229	-223
1230	59
1231	-154
1232	-65
1233	120
1234	-57
1235	112
1236	188
1237	207
1238	63
1239	-128
1240	-214
1241	50
1242	77
1243	-223
1244	-107
1245	191
1246	-78
1247	-160
1248	179
1249	139
1250	-90
1251	-179
1252	-56
1253	-51
1254	-52
1255	62
1256	-144
1257	106
