t	S
[/]	[MPa]
0	-39
1	-138
2	-210
3	-13
4	-220
5	56
6	-140
7	228
8	-27
9	28
10	-35
11	28
12	-69
13	-67
14	197
15	-162
16	-101
17	148
18	-172
19	-178
20	109
21	-156
22	61
23	5
24	-162
25	-171
26	-147
27	167
28	-36
29	-69
30	169
31	137
32	151
33	170
34	-179
35	-209
36	-153
37	109
38	2
39	-1
40	-51
41	-134
42	27
43	139
44	79
45	-37
46	187
47	-158
48	218
49	-17
50	-187
51	-117
52	11
53	87
54	-206
55	-154
56	88
57	-8
58	-45
59	202
60	189
61	212
62	125
63	137
64	107
65	-196
66	24
67	186
68	-10
69	48
70	-164
71	12
72	-170
73	-120
74	-21
75	182
76	-63
77	-160
78	158
79	154
80	148
81	-39
82	-64
83	101
84	67
85	80
86	-53
87	-146
88	-89
89	27
90	-142
91	-40
92	-146
93	-172
94	164
95	-35
96	133
97	169
98	81
99	230
100	149
101	153
102	87
103	-184
104	206
105	89
106	197
107	93
108	59
109	180
110	-17
111	-212
112	-11
113	204
114	-89
115	-64
116	-217
117	-42
118	134
119	106
120	106
121	166
122	-117
123	-35
124	4
125	188
126	108
127	104
128	180
129	-56
130	-34
131	217
132	76
133	35
134	-9
135	196
136	47
137	-34
138	104
139	50
140	190
141	-110
142	-64
143	-209
144	-216
145	-99
146	17
147	23
148	6
149	143
150	13
151	126
152	10
153	-59
154	66
155	-56
156	33
157	199
158	33
159	-159
160	34
161	-148
162	78
163	224
164	23
165	89
166	-176
167	138
168	-121
169	-21
170	210
171	36
172	24
173	-110
174	-75
175	187
176	-152
177	-124
178	-40
179	217
180	-158
181	160
182	181
183	-102
184	-160
185	45
186	-20
187	185
188	164
189	-219
190	9
191	-214
192	68
193	61
194	120
195	-29
196	114
197	195
198	-230
199	178
200	-190
201	143
202	-113
203	-4
204	-213
205	-48
206	82
207	211
208	-150
209	17
210	121
211	-18
212	97
213	-90
214	10
215	39
216	-138
217	55
218	202
219	134
220	106
221	220
222	-201
223	-136
224	48
225	-16
226	-23
227	-80
228	20
229	-222
230	120
231	-3
232	-64
233	-192
234	-115
235	-73
236	-227
237	-21
238	-158
239	-86
240	97
241	-37
242	-120
243	-66
244	-89
245	69
246	221
247	-86
248	58
249	-100
250	-141
251	80
252	-100
253	-167
254	196
255	-44
256	214
257	68
258	-166
259	158
260	170
261	217
262	-141
263	-161
264	-172
265	124
266	26
267	-165
268	-44
269	-72
270	-149
271	17
272	210
273	-113
274	80
275	53
276	37
277	114
278	-129
279	156
280	-48
281	-60
282	-90
283	-184
284	-134
285	151
286	92
287	61
288	-120
289	-3
290	-208
291	-37
292	22
293	-79
294	85
295	-145
296	-110
297	-35
298	-105
299	135
300	-37
301	-227
302	-19
303	-42
304	-154
305	-190
306	112
307	-187
308	161
309	200
310	176
311	-226
312	-52
313	102
314	-213
315	126
316	151
317	-220
318	-4
319	99
320	49
321	-113
322	66
323	-179
324	-25
325	98
326	113
327	-39
328	40
329	-125
330	-95
331	180
332	-211
333	93
334	-94
335	-212
336	-30
337	152
338	-45
339	40
340	66
341	134
342	225
343	121
344	187
345	166
346	157
347	82
348	-83
349	209
350	36
351	-165
352	215
353	-33
354	90
355	8
356	75
357	-209
358	53
359	104
360	144
361	32
362	-95
363	-102
364	183
365	158
366	-98
367	35
368	-19
369	173
370	103
371	-10
372	-204
373	-197
374	-37
375	-222
376	-129
377	132
378	-121
379	7
380	130
381	-107
382	106
383	30
384	50
385	-42
386	114
387	219
388	67
389	33
390	70
391	-77
392	-185
393	-39
394	-189
395	-28
396	-57
397	191
398	181
399	119
400	-159
401	-96
402	-121
403	112
404	143
405	-219
406	-160
407	229
408	-53
409	205
410	-156
411	18
412	224
413	-125
414	207
415	-67
416	102
417	-26
418	128
419	149
420	-201
421	147
422	93
423	176
424	229
425	106
426	-135
427	43
428	169
429	189
430	187
431	-56
432	-198
433	37
434	-83
435	161
436	144
437	153
438	-116
439	100
440	-182
441	-74
442	-92
443	-123
444	-99
445	-152
446	-63
447	146
448	36
449	61
450	-116
451	105
452	-148
453	191
454	-91
455	-10
456	203
457	-197
458	-180
459	-78
460	98
461	-153
462	-175
463	-26
464	172
465	-185
466	195
467	-106
468	-205
469	115
470	-229
471	67
472	-4
473	-121
474	37
475	-86
476	-212
477	-99
478	-22
479	-21
480	203
481	200
482	-208
483	67
484	-44
485	62
486	29
487	109
488	-68
489	-39
490	-109
491	-175
492	-188
493	61
494	-1
495	-105
496	-140
497	115
498	38
499	156
500	-45
501	-27
502	-111
503	69
504	172
505	72
506	174
507	-158
508	-96
509	-81
510	-181
511	123
512	-174
513	225
514	-39
515	133
516	155
517	-138
518	-83
519	-230
520	-56
521	-230
522	-220
523	-160
524	-59
525	115
526	-43
527	-149
528	-137
529	-61
530	-221
531	-135
532	-94
533	127
534	-65
535	114
536	98
537	-27
538	214
539	208
540	-58
541	104
542	135
543	-153
544	-68
545	113
546	119
547	-163
548	-173
549	-115
550	-161
551	-21
552	33
553	205
554	87
555	107
556	-195
557	-142
558	-200
559	163
560	-143
561	224
562	-203
563	-188
564	144
565	82
566	-6
567	-59
568	68
569	-43
570	170
571	18
572	49
573	133
574	127
575	174
576	222
577	19
578	-6
579	-176
580	-14
581	103
582	111
583	74
584	-16
585	141
586	60
587	104
588	-154
589	215
590	-76
591	-198
592	152
593	-2
594	-120
595	-41
596	-58
597	148
598	218
599	216
600	200
601	-97
602	21
603	-164
604	-54
605	131
606	-75
607	166
608	58
609	-206
610	-158
611	-73
612	-22
613	-141
614	-144
615	-227
616	-13
617	-17
618	-34
619	-188
620	-11
621	-20
622	-181
623	-229
624	219
625	-114
626	-27
627	-189
628	-135
629	25
630	-151
631	-103
632	-125
633	25
634	214
635	213
636	-230
637	63
638	-8
639	207
640	-74
641	85
642	18
643	-175
644	-227
645	183
646	-226
647	225
648	-84
649	52
650	-174
651	21
652	222
653	218
654	215
655	-87
656	-93
657	2
658	-101
659	-127
660	169
661	-77
662	165
663	-187
664	148
665	-192
666	62
667	-31
668	179
669	86
670	-165
671	-87
672	123
673	-144
674	-31
675	-201
676	2
677	-39
678	167
679	28
680	145
681	-46
682	224
683	21
684	-1
685	-133
686	-160
687	50
688	-218
689	34
690	-26
691	103
692	-225
693	-130
694	70
695	37
696	125
697	-160
698	123
699	-1
700	69
701	-191
702	-104
703	101
704	192
705	43
706	47
707	-204
708	126
709	15
710	-119
711	112
712	110
713	71
714	29
715	-86
716	-72
717	190
718	-133
719	-218
720	-4
721	-177
722	14
723	-106
724	-93
725	-86
726	139
727	50
728	126
729	199
730	146
731	-42
732	-224
733	-68
734	-192
735	53
736	-218
737	54
738	-50
739	-97
740	-65
741	108
742	35
743	-138
744	-95
745	-40
746	-18
747	-115
748	-94
749	-176
750	-50
751	189
752	-101
753	-10
754	32
755	-97
756	116
757	85
758	39
759	-16
760	2
761	-109
762	126
763	165
764	124
765	-40
766	-116
767	95
768	-209
769	21
770	-98
771	-19
772	97
773	-72
774	-31
775	8
776	176
777	-60
778	16
779	-73
780	-75
781	156
782	81
783	102
784	89
785	-184
786	48
787	-176
788	-137
789	14
790	117
791	35
792	71
793	144
794	-154
795	46
796	178
797	-213
798	28
799	107
800	-37
801	-147
802	199
803	-99
804	132
805	-136
806	198
807	20
808	25
809	137
810	168
811	-204
812	-3
813	-24
814	87
815	59
816	-45
817	135
818	-26
819	17
820	-2
821	159
822	21
823	192
824	135
825	-98
826	200
827	178
828	-104
829	193
830	204
831	-35
832	-203
833	-74
834	209
835	-189
836	144
837	-202
838	-166
839	106
840	-48
841	90
842	-122
843	-206
844	-57
845	-29
846	-125
847	186
848	-96
849	-34
850	87
851	-213
852	-178
853	-95
854	114
855	-227
856	90
857	-39
858	145
859	192
860	-115
861	-136
862	-171
863	-109
864	-107
865	-18
866	202
867	57
868	-221
869	-213
870	-212
871	-117
872	204
873	-188
874	111
875	77
876	82
877	-154
878	203
879	-161
880	-48
881	133
882	-200
883	-43
884	-107
885	227
886	208
887	52
888	-178
889	-186
890	150
891	-92
892	0
893	202
894	88
895	225
896	-46
897	36
