t	S
[/]	[MPa]
0	38
1	-134
2	181
3	203
4	33
5	204
6	-62
7	62
8	-211
9	-1
10	-69
11	78
12	180
13	-2
14	20
15	-114
16	223
17	-39
18	-26
19	-53
20	-187
21	-144
22	-126
23	185
24	93
25	100
26	218
27	-128
28	223
29	-217
30	228
31	155
32	-93
33	49
34	128
35	-44
36	-67
37	-101
38	76
39	-3
40	-209
41	63
42	-3
43	169
44	226
45	-45
46	-130
47	204
48	54
49	161
50	-128
51	6
52	-69
53	165
54	214
55	171
56	-167
57	17
58	-209
59	108
60	205
61	-151
62	-10
63	-82
64	61
65	47
66	211
67	118
68	172
69	148
70	58
71	192
72	73
73	101
74	-107
75	45
76	161
77	104
78	-112
79	-11
80	-129
81	168
82	-59
83	101
84	114
85	-150
86	-220
87	-170
88	12
89	-150
90	-149
91	82
92	161
93	154
94	-75
95	-44
96	162
97	94
98	-80
99	195
100	-54
101	226
102	-139
103	-216
104	-1
105	-40
106	100
107	167
108	-83
109	116
110	-89
111	227
112	-150
113	51
114	-207
115	-29
116	-175
117	135
118	-149
119	-222
120	-135
121	-69
122	151
123	172
124	193
125	-150
126	201
127	-160
128	-197
129	-28
130	103
131	-112
132	-13
133	222
134	44
135	-136
136	68
137	196
138	-94
139	68
140	39
141	26
142	170
143	-45
144	128
145	-199
146	-116
147	180
148	56
149	172
150	98
151	8
152	-150
153	-113
154	186
155	-194
156	62
157	132
158	-184
159	182
160	-223
161	89
162	-152
163	54
164	108
165	120
166	-152
167	-118
168	201
169	176
170	55
171	226
172	106
173	149
174	189
175	119
176	-88
177	-176
178	-83
179	25
180	-30
181	-76
182	69
183	-81
184	-74
185	193
186	59
187	208
188	212
189	-166
190	103
191	3
192	189
193	-106
194	17
195	-139
196	44
197	-142
198	-59
199	-203
200	70
201	41
202	105
203	22
204	-116
205	-198
206	-185
207	183
208	-160
209	-52
210	163
211	134
212	204
213	-198
214	-148
215	-202
216	-24
217	17
218	-213
219	25
220	183
221	-70
222	-59
223	119
224	99
225	-140
226	-109
227	35
228	-10
229	202
230	-158
