t	S
[/]	[MPa]
0	102
1	95
2	-96
3	61
4	90
5	-5
6	20
7	-57
8	197
9	-11
10	-6
11	-22
12	-112
13	80
14	87
15	-205
16	-137
17	53
18	195
19	-83
20	-25
21	-132
22	-57
23	-170
24	115
25	-213
26	214
27	-212
28	42
29	-128
30	83
31	162
32	99
33	69
34	141
35	-135
36	-67
37	113
38	-99
39	225
40	105
41	54
42	8
43	-116
44	-54
45	-127
46	182
47	83
48	-88
49	-167
50	60
51	119
52	51
53	-147
54	-152
55	26
56	-110
57	170
58	152
59	-65
60	-164
61	172
62	-166
63	101
64	-52
65	20
66	156
67	2
68	-161
69	22
70	177
71	2
72	73
73	-168
74	169
75	-60
76	1
77	53
78	217
79	169
80	22
81	-131
82	-200
83	-188
84	20
85	23
86	-103
87	-166
88	-113
89	176
90	-224
91	-114
92	-213
93	-166
94	109
95	-24
96	-39
97	-141
98	-99
99	-230
100	188
101	208
102	-182
103	164
104	-117
105	-78
106	121
107	155
108	-107
109	-40
110	-133
111	-187
112	135
113	63
114	147
115	192
116	-88
117	-39
118	-10
119	-179
120	176
121	42
122	-118
123	14
124	152
125	137
126	-110
127	-14
128	7
129	-141
130	21
131	25
132	-103
133	-150
134	72
135	6
136	-104
137	-38
138	-162
139	-150
140	51
141	-124
142	-146
143	109
144	186
145	-165
146	-73
147	-53
148	-13
149	105
150	79
151	30
152	-149
153	-155
154	122
155	225
156	51
157	-22
158	164
159	152
160	-12
161	110
162	23
163	67
164	17
165	11
166	5
167	-31
168	20
169	227
170	3
171	201
172	98
173	121
174	1
175	-42
176	7
177	-178
178	-92
179	-16
180	194
181	20
182	-70
183	200
184	145
185	-89
186	-70
187	187
188	-223
189	-44
190	218
191	-106
192	180
193	6
194	112
195	181
196	-15
197	206
198	140
199	-198
200	147
201	-48
202	-120
203	-93
204	76
205	-33
206	150
207	-190
208	-193
209	190
210	-226
211	69
212	25
213	225
214	213
215	-23
216	126
217	30
218	-166
219	86
220	71
221	83
222	203
223	-195
224	-121
225	80
226	-165
227	-16
228	-182
229	10
230	-97
231	179
232	-34
233	42
234	-27
235	73
236	5
237	43
238	-20
239	-217
240	-79
241	-102
242	-43
243	179
244	2
245	-138
246	128
247	-33
248	-102
249	-119
250	35
251	94
252	-140
253	49
254	19
255	-24
256	117
257	-197
258	-101
259	-92
260	43
261	-191
262	-189
263	65
264	-120
265	-150
266	-103
267	-180
268	-46
269	74
270	-40
271	-124
272	212
273	28
274	-224
275	-88
276	-58
277	-161
278	-166
279	63
280	-56
281	96
282	-202
283	-73
284	159
285	228
286	125
287	68
288	166
289	-197
290	108
291	-179
292	39
293	213
294	229
295	-213
296	-67
297	27
298	142
299	-36
300	-97
301	-191
302	214
303	-109
304	-154
305	124
306	-21
307	-180
308	35
309	101
310	-194
311	-31
312	169
313	165
314	102
315	60
316	-136
317	7
318	-45
319	59
320	197
321	-205
322	-34
323	-211
324	135
325	29
326	226
327	-79
328	-149
329	-66
330	-34
331	-32
332	-46
333	-71
334	-5
335	-95
336	-66
337	-94
338	-151
339	-185
340	-85
341	-45
342	120
343	7
344	45
345	-208
346	140
347	-101
348	-194
349	137
350	70
351	-74
352	-28
353	182
354	158
355	194
356	210
357	-163
358	-78
359	-144
360	121
361	55
362	154
363	-78
364	2
365	83
366	14
367	216
368	198
369	-43
370	118
371	-16
372	25
373	-194
374	-142
375	153
376	140
377	-107
378	43
379	31
380	39
381	50
382	214
383	-66
384	70
385	225
386	186
387	-193
388	-192
389	-204
390	-29
391	-157
392	-14
393	193
394	-121
395	162
396	145
397	128
398	-225
399	-79
400	-127
401	215
402	-28
403	-96
404	35
405	46
406	-222
407	128
408	145
409	-128
410	171
411	-83
412	-185
413	-167
414	-108
415	-223
416	186
417	222
418	226
419	-15
420	-15
421	-119
422	148
423	-11
424	4
425	-8
426	-48
427	80
428	-62
429	14
430	194
431	53
432	163
433	-2
434	-220
435	110
436	-215
437	-95
438	-202
439	59
440	108
441	-94
442	66
443	-195
444	-139
445	165
446	165
447	184
448	-41
449	-58
450	47
451	-160
452	125
453	127
454	-30
455	102
456	80
457	24
458	154
459	-70
460	5
461	-120
462	-4
463	-193
464	203
465	-147
466	14
467	-26
468	-71
469	-165
470	32
471	81
472	38
473	-137
474	-141
475	-68
476	129
477	-215
478	166
479	-36
480	-188
481	80
482	-164
483	-30
484	-61
485	-139
486	45
487	194
488	-20
489	183
490	-154
491	-31
492	-122
493	-164
494	-89
495	-46
496	-109
497	34
498	-56
499	-226
500	5
501	-79
502	-135
503	43
504	-15
505	137
506	-80
507	-79
508	-193
509	142
510	-9
511	-75
512	-32
513	24
514	-179
515	-77
516	119
517	116
518	-168
519	-133
520	75
521	70
522	229
523	-143
524	67
525	-12
526	127
527	204
528	72
529	54
530	-119
531	-67
532	-167
533	174
534	198
535	106
536	144
537	-104
538	-3
539	-87
540	13
541	-82
542	-115
543	-227
544	-7
545	-79
546	87
547	206
548	-184
549	162
550	197
551	-44
552	-22
553	-44
554	-156
555	-170
556	-214
557	-23
558	3
559	85
560	-12
561	-8
562	223
563	-100
564	203
565	155
566	-52
567	-88
568	223
569	56
570	-43
571	225
572	-124
573	-158
574	-116
575	151
576	188
577	-140
578	135
579	-42
580	-155
581	179
582	99
583	97
584	62
585	6
586	-74
587	135
588	207
589	-154
590	104
591	-204
592	-136
593	72
594	-161
595	203
596	107
597	-32
598	-213
599	-27
600	-228
601	-207
602	-14
603	-159
604	-130
605	-37
606	228
607	-199
608	72
609	-137
610	222
611	229
612	104
613	2
614	208
615	88
616	-92
617	-21
618	221
619	-229
620	-135
621	-38
622	197
623	-4
624	-10
625	23
626	-223
627	-163
628	143
629	-154
630	-28
631	-34
632	-61
633	92
634	-35
635	64
636	190
637	-9
638	140
639	-45
640	7
641	-55
642	54
643	154
644	-193
645	-181
646	-186
647	-193
648	-50
649	-214
650	-223
651	122
652	-221
653	-129
654	211
655	-198
656	-122
657	-57
658	-219
659	-165
660	127
661	-174
662	-2
663	-173
664	-159
665	-210
666	228
667	198
668	-142
669	229
670	-64
671	94
672	-19
673	-128
674	175
675	82
676	-20
677	138
678	83
679	90
680	15
681	-195
682	-60
683	32
684	40
685	-68
686	-147
687	5
688	-37
689	184
690	-202
691	47
692	-14
693	160
694	-63
695	-57
696	-98
697	-6
698	-10
699	70
700	-40
701	-182
702	-201
703	29
704	225
705	191
706	-41
707	-102
708	-208
709	-55
710	50
711	144
712	-139
713	135
714	-61
715	-80
716	89
717	119
718	-83
719	0
720	-26
721	90
722	65
723	181
724	-146
725	-18
726	-173
727	36
728	-38
729	162
730	56
731	-52
732	182
733	9
734	-215
735	67
736	-154
737	161
738	-153
739	82
740	-205
741	147
742	95
743	223
744	-121
745	22
746	63
747	-117
748	65
749	49
750	205
751	-34
752	190
753	-77
754	102
755	180
756	147
757	68
758	127
759	198
760	-226
761	-217
762	37
763	-215
764	147
765	134
766	25
767	-58
768	-223
769	-230
770	-206
771	-183
772	110
773	5
774	-180
775	-134
776	-91
777	187
778	191
779	92
780	219
781	128
782	116
783	-145
784	229
785	224
786	-162
787	51
788	-215
789	-66
790	-187
791	144
792	-221
793	-190
794	-179
795	177
796	-64
797	-51
798	48
799	157
800	-70
801	-17
802	-174
803	205
804	83
805	-45
806	-16
807	-229
808	-65
809	-86
810	116
811	-17
812	96
813	47
814	-120
815	-113
816	-145
817	125
818	-53
819	141
820	-84
821	84
822	-72
823	76
824	91
825	-155
826	145
827	-135
828	71
829	148
830	167
831	53
832	-182
833	173
834	180
835	170
836	-52
837	-143
838	160
839	-139
840	40
841	66
842	146
843	150
844	-135
845	-45
846	-79
847	177
848	28
849	138
850	-222
851	-184
852	-222
853	-34
854	88
855	144
856	-26
857	2
858	220
859	-55
860	-165
861	-137
862	20
863	114
864	-26
865	-132
866	155
867	-53
868	-111
869	11
870	15
871	57
872	-192
873	-26
874	-19
875	64
876	-151
877	-161
878	188
879	114
880	-166
881	196
882	220
883	-153
884	67
885	-91
886	86
887	-33
888	-137
889	60
890	93
891	191
892	-30
893	-151
894	53
895	219
896	42
897	2
898	-148
899	168
900	-137
901	-209
902	-42
903	121
904	-22
905	50
906	-37
907	6
908	205
909	216
910	178
911	164
912	158
913	-16
914	-225
915	74
916	138
917	16
918	43
919	184
920	-130
921	-91
922	62
923	169
924	199
925	150
926	68
927	108
928	128
929	-30
930	134
931	64
932	182
933	7
934	217
935	141
936	83
937	-59
938	197
939	-138
940	170
941	158
942	-206
943	98
944	87
945	-187
946	-210
947	157
948	-171
949	90
950	-128
951	-190
952	133
953	5
954	68
955	170
956	222
957	226
958	-18
959	135
960	195
961	113
962	185
963	226
964	-223
965	99
966	-144
967	178
968	56
969	-8
970	95
971	-157
972	116
973	-40
974	-122
975	205
976	-208
977	-70
978	43
979	-230
980	-214
981	78
982	-52
983	212
984	-201
985	-176
986	222
987	-110
988	128
989	-169
990	188
991	181
992	195
993	146
994	132
995	72
996	71
997	-164
998	68
999	219
1000	130
1001	213
1002	85
1003	145
1004	221
1005	-60
1006	-65
1007	25
1008	158
1009	-50
1010	209
1011	98
1012	-179
1013	-40
1014	154
1015	197
1016	-147
1017	-113
1018	-178
1019	-190
1020	43
1021	117
1022	-171
1023	-67
1024	215
1025	197
1026	-198
1027	131
1028	-35
1029	63
1030	-153
1031	108
1032	45
1033	63
1034	-218
1035	62
1036	147
1037	150
1038	-34
1039	133
