t	S
[/]	[MPa]
0	130
1	210
2	129
3	17
4	93
5	63
6	185
7	36
8	-223
9	-35
10	216
11	-86
12	178
13	12
14	64
15	-69
16	162
17	-142
18	172
19	-127
20	24
21	83
22	-4
23	-95
24	87
25	166
26	-35
27	167
28	193
29	-40
30	-11
31	74
32	-211
33	-36
34	-130
35	222
36	-22
37	-41
38	137
39	-97
40	31
41	-205
42	-182
43	109
44	164
45	-201
46	-70
47	-175
48	-18
49	-132
50	205
51	-178
52	-7
53	112
54	-161
55	127
56	-207
57	-111
58	167
59	227
60	180
61	-121
62	-18
63	-115
64	-129
65	96
66	186
67	220
68	-19
69	160
70	-174
71	-9
72	211
73	-230
74	-167
75	228
76	-41
77	-103
78	-25
79	-147
80	137
81	189
82	-34
83	-36
84	-229
85	-85
86	215
87	165
88	132
89	171
90	-213
91	88
92	165
93	-147
94	-155
95	98
96	-150
97	135
98	36
99	201
100	-58
101	-50
102	-13
103	124
104	-72
105	199
106	98
107	84
108	-127
109	-187
110	-79
111	-62
112	-97
113	162
114	-203
115	210
116	119
117	201
118	11
119	-123
120	112
121	-153
122	116
123	-1
124	-126
125	225
126	-193
127	63
128	-226
129	-66
130	-25
131	180
132	42
133	-180
134	204
135	-113
136	-117
137	-117
138	-75
139	-175
140	79
141	-150
142	-182
143	-75
144	209
145	45
146	34
147	128
148	69
149	10
150	27
151	-229
152	163
153	-33
154	-135
155	-221
156	-165
157	193
158	208
159	-30
160	-158
161	-94
162	-79
163	-53
164	-57
165	-5
166	14
167	155
168	-26
169	-189
170	33
171	-143
172	-184
173	-110
174	-50
175	-135
176	172
177	-78
178	142
179	-159
180	9
181	215
182	177
183	-103
184	197
185	-11
186	58
187	22
188	171
189	56
190	206
191	-40
192	-60
193	-218
194	43
195	14
196	194
197	96
198	193
199	147
200	-52
201	106
202	-100
203	148
204	-12
205	-187
206	-154
207	44
208	57
209	148
210	-26
211	-229
212	42
213	-29
214	-197
215	101
216	-21
217	156
218	-100
219	163
220	213
221	202
222	199
223	55
224	-165
225	180
226	151
227	4
228	-211
229	-100
230	192
231	64
232	-25
233	97
234	-218
235	-41
236	-94
237	-200
238	-152
239	-147
240	-152
241	-102
242	-82
243	-89
244	153
245	210
246	-118
247	145
248	-27
249	-41
250	159
251	-111
252	-6
253	29
254	-139
255	-207
256	107
257	94
258	178
259	-89
260	-203
261	-209
262	95
263	168
264	21
265	-150
266	-145
267	220
268	-50
269	135
270	137
271	7
272	172
273	34
274	112
275	-52
276	-41
277	220
278	195
279	-16
280	118
281	-144
282	-85
283	83
284	-194
285	72
286	67
287	93
288	129
289	-109
290	117
291	-214
292	190
293	173
294	94
295	160
296	-28
297	-86
298	-56
299	121
300	109
301	98
302	165
303	-79
304	-94
305	-111
306	-181
307	-224
308	-161
309	53
310	-70
311	-229
312	-153
313	-146
314	-9
315	37
316	-199
317	25
318	67
319	-190
320	12
321	223
322	-133
323	124
324	-69
325	1
326	205
327	-125
328	-205
329	121
330	139
331	-41
332	85
