t	S
[/]	[MPa]
0	15
1	-62
2	-27
3	226
4	-179
5	27
6	56
7	127
8	-124
9	-57
10	181
11	172
12	-108
13	36
14	205
15	-125
16	161
17	42
18	-1
19	71
20	85
21	103
22	-226
23	95
24	99
25	210
26	124
27	-59
28	176
29	-13
30	193
31	192
32	-70
33	140
34	-161
35	-81
36	-8
37	-139
38	-205
39	-19
40	-115
41	-90
42	-194
43	-8
44	-169
45	199
46	-68
47	-115
48	-188
49	-209
50	18
51	-205
52	-143
53	32
54	-21
55	-144
56	-143
57	-61
58	-43
59	-122
60	66
61	55
62	55
63	-97
64	60
65	139
66	204
67	212
68	-95
69	-107
70	-209
71	-55
72	-50
73	-169
74	223
75	79
76	-188
77	110
78	-172
79	-57
80	-223
81	125
82	192
83	-137
84	26
85	-163
86	-27
87	129
88	88
89	199
90	-189
91	56
92	-149
93	-190
94	-209
95	41
96	-205
97	-74
98	-128
99	-139
100	51
101	44
102	-147
103	90
104	-40
105	-178
106	-62
107	201
108	-157
109	167
110	193
111	4
112	-191
113	207
114	139
115	63
116	-66
117	65
118	-141
119	174
120	126
121	-16
122	77
123	48
124	-2
125	222
126	196
127	58
128	-26
129	71
130	24
131	-144
132	128
133	164
134	-12
135	-37
136	13
137	-74
138	64
139	46
140	-104
141	-86
142	126
143	-203
144	-211
145	124
146	-41
147	205
148	131
149	22
150	-106
151	145
152	103
153	-67
154	193
155	51
156	6
157	-53
158	-138
159	23
160	-90
161	-50
162	176
163	105
164	-94
165	-45
166	-142
167	-45
168	192
169	-63
170	28
171	144
172	-29
173	179
174	-11
175	-84
176	216
177	111
178	207
179	-158
180	-24
181	144
182	-230
183	165
184	-213
185	-37
186	19
187	-40
188	198
189	18
190	-18
191	-51
192	82
193	-107
194	7
195	135
196	-218
197	162
198	95
199	-63
200	22
201	-218
202	182
203	-148
204	205
205	20
206	58
207	-114
208	66
209	138
210	-86
211	22
212	2
213	178
214	-226
215	69
216	87
217	35
218	-218
219	-229
220	-198
221	73
222	-35
223	101
224	124
225	180
226	84
227	-215
228	172
229	-96
230	-116
231	-24
232	-129
233	-146
234	138
235	182
236	-214
237	-50
238	-64
239	31
240	92
241	-173
242	-98
243	-61
244	67
245	-172
246	-131
247	114
248	84
249	171
250	-23
251	-71
252	-230
253	19
254	-75
255	-84
256	22
257	-16
258	183
259	-36
260	-77
261	-203
262	-26
263	127
264	119
265	-86
266	-43
267	56
268	-26
269	-216
270	195
271	-189
272	218
273	-220
274	-117
275	176
276	69
277	57
278	198
279	-11
280	-215
281	18
282	159
283	-216
284	84
285	-2
286	178
287	-222
288	182
289	-153
290	-32
291	13
292	-2
293	222
294	-168
295	209
296	-46
297	113
298	155
299	-185
300	67
301	-140
302	-55
303	56
304	-170
305	-197
306	97
307	15
308	186
309	-153
310	195
311	-71
312	-196
313	-194
314	-91
315	9
316	-184
317	162
318	-151
319	196
320	-91
321	209
322	140
323	190
324	-21
325	209
326	180
327	-144
328	40
329	-204
330	-17
331	-56
332	98
333	-135
334	109
335	-161
336	-115
337	219
338	217
339	-84
340	146
341	-197
342	188
343	-190
344	192
345	128
346	229
347	-178
348	-95
349	225
350	187
351	-35
352	-21
353	-85
354	13
355	-48
356	47
357	-92
358	-204
359	11
360	-209
361	-222
362	117
363	-166
364	-182
365	-71
366	-36
367	154
368	162
369	161
370	-42
371	44
372	207
373	-38
374	-149
375	-205
376	75
377	-175
378	105
379	-30
380	45
381	-172
382	108
383	111
384	139
385	-76
386	-113
387	78
388	15
389	-157
390	-220
391	106
392	-13
393	-165
394	224
395	165
396	83
397	70
398	-182
399	-43
400	-49
401	220
402	-183
403	180
404	199
405	-141
406	-211
407	-43
408	58
409	4
410	-30
411	164
412	148
413	95
414	-51
415	113
416	203
417	-169
418	-116
419	-156
420	12
421	135
422	-171
423	220
424	-79
425	221
426	68
427	-61
428	-202
429	179
430	-142
431	-224
432	207
433	52
434	-220
435	-191
436	6
437	68
438	-25
439	-185
440	155
441	6
442	-93
443	120
444	-89
445	-162
446	65
447	107
448	-100
449	-29
450	146
451	-219
452	175
453	84
454	-16
455	-120
456	197
457	192
458	7
459	222
460	182
461	160
462	141
463	42
464	155
465	157
466	43
467	213
468	78
469	64
470	-69
471	-39
472	79
473	72
474	-27
475	130
476	204
477	8
478	-30
479	-153
480	-164
481	-106
482	23
483	-199
484	-188
485	60
486	191
487	-114
488	-202
489	91
490	-28
491	168
492	-18
493	-86
494	-216
495	16
496	-168
497	124
498	-182
499	-17
500	15
501	166
502	-12
503	136
504	45
505	122
506	112
507	136
508	29
509	124
510	-103
511	-19
512	-221
513	127
514	-119
515	-173
516	-180
517	10
518	62
519	73
520	103
521	208
522	48
523	-136
524	-89
525	-164
526	102
527	-180
528	132
529	-140
530	42
531	-40
532	-29
533	-133
534	122
535	193
536	52
537	-217
538	-93
539	-210
540	116
541	13
542	-124
543	221
544	-215
545	-30
546	196
547	140
548	-62
549	-99
550	-78
551	201
552	37
553	-205
554	226
555	224
556	227
557	30
558	185
559	184
560	119
561	74
562	131
563	78
564	102
565	-108
566	-143
567	-60
568	-38
569	-82
570	-154
571	125
572	78
573	-140
574	-179
575	189
576	-123
577	142
578	-2
579	34
580	-55
581	-31
582	-82
583	-151
584	219
585	64
586	-219
587	9
588	37
589	204
590	-8
591	-85
592	142
593	44
594	194
595	57
596	136
597	119
598	-146
599	40
600	-175
601	84
602	67
603	-82
604	-193
605	80
606	-1
607	212
608	-174
609	-153
610	192
611	116
612	202
613	-77
614	-127
615	7
616	-10
617	-148
618	-137
619	-75
620	138
621	115
622	-104
623	68
624	-193
625	57
626	-51
627	-168
628	-85
629	58
630	-101
631	-152
632	21
633	82
634	200
635	-95
636	215
637	111
638	189
639	17
640	202
641	-223
642	101
643	126
644	53
645	-161
646	73
647	109
648	100
649	-1
650	158
651	106
652	-160
653	180
654	140
655	-97
656	-39
657	119
658	-68
659	-172
660	147
661	155
662	88
663	-122
664	-113
665	77
666	78
667	-113
668	108
669	70
670	21
671	-114
672	59
673	-174
674	45
675	126
676	52
677	228
678	186
679	-12
680	101
681	45
682	185
683	67
684	219
685	175
686	42
687	160
688	30
689	-102
690	102
691	220
692	-205
693	73
694	107
695	-51
696	-10
697	-162
698	-3
699	-193
700	72
701	173
702	-137
703	93
704	26
705	164
706	-17
707	95
708	97
709	199
710	-45
711	217
712	65
713	-221
714	-216
715	-103
716	-115
717	173
718	-47
719	199
720	152
721	-72
722	108
723	10
724	99
725	-98
726	-162
727	88
728	148
729	-141
730	13
731	19
732	-1
733	13
734	47
735	-121
736	-110
737	-199
738	-86
739	170
740	-9
741	9
742	22
743	118
744	10
745	-204
746	11
747	194
748	17
749	118
750	10
751	187
752	0
753	-75
754	-115
755	-134
756	-33
757	-99
758	-169
759	-141
760	163
761	177
762	18
763	129
764	-70
765	88
766	132
767	-34
768	-59
769	149
770	115
771	143
772	167
773	151
774	-92
775	197
776	-227
777	60
778	196
779	-202
780	32
781	-4
782	126
783	-176
784	200
785	48
786	17
787	216
788	14
789	110
790	-101
791	-175
792	99
793	39
794	219
795	-73
796	198
797	-212
798	63
799	124
800	25
801	220
802	39
803	30
804	220
805	62
806	41
807	-109
808	-113
809	-57
810	-140
811	-125
812	-106
813	119
814	-168
815	-69
816	-85
817	-38
818	-122
819	193
820	-41
821	-28
822	205
