t	S
[/]	[MPa]
0	-98
1	-120
2	65
3	158
4	-228
5	104
6	58
7	-38
8	173
9	-20
10	11
11	166
12	-173
13	112
14	105
15	88
16	214
17	-23
18	122
19	-111
20	39
21	-17
22	-220
23	-157
24	191
25	-130
26	-18
27	-173
28	134
29	129
30	-155
31	-166
32	-170
33	-36
34	-76
35	-175
36	-73
37	-141
38	24
39	-177
40	81
41	202
42	-48
43	-196
44	-136
45	189
46	-102
47	169
48	-131
49	-174
50	150
51	228
52	199
53	-98
54	214
55	-54
56	-13
57	-85
58	-77
59	230
60	101
61	195
62	-19
63	221
64	8
65	-202
66	48
67	-179
68	-77
69	163
70	75
71	-49
72	140
73	-227
74	143
75	-202
76	217
77	71
78	-65
79	167
80	168
81	-173
82	166
83	18
84	-168
85	124
86	-230
87	-222
88	172
89	201
90	-76
91	164
92	74
93	-151
94	-18
95	85
96	-215
97	-175
98	7
99	96
100	-89
101	153
102	-128
103	-190
104	-18
105	-129
106	74
107	-190
108	-4
109	-22
110	-81
111	92
112	225
113	112
114	-103
115	150
116	172
117	67
118	-220
119	19
120	177
121	210
122	208
123	46
124	14
125	153
126	129
127	-12
128	-122
129	-118
130	-221
131	2
132	45
133	137
134	227
135	146
136	-5
137	-150
138	179
139	24
140	-124
141	25
142	9
143	135
144	0
145	144
146	44
147	-127
148	-59
149	-169
150	-107
151	-184
152	-75
153	-123
154	-213
155	82
156	-147
157	-173
158	-64
159	20
160	93
161	13
162	-93
163	-77
164	-131
165	-63
166	173
167	-43
168	108
169	226
170	-217
171	131
172	-153
173	-14
174	-165
175	-16
176	181
177	-44
178	121
179	-151
180	-135
181	123
182	-95
183	145
184	-119
185	-48
186	151
187	-81
188	67
189	-16
190	94
191	-131
192	-92
193	-179
194	158
195	87
196	-157
197	-5
198	-73
199	-225
200	-227
201	-26
202	-115
203	152
204	43
205	161
206	135
207	59
208	-82
209	198
210	25
211	-210
212	-148
213	197
214	-100
215	-155
216	216
217	-126
218	135
219	173
220	122
221	-88
222	-35
223	32
224	-148
225	212
226	40
227	145
228	-23
229	-177
230	108
231	81
232	176
233	38
234	-160
235	218
236	69
237	-214
238	167
239	-83
240	-221
241	-11
242	222
243	21
244	-176
245	133
246	-154
247	-141
248	-66
249	165
250	-178
251	69
252	2
253	83
254	-73
255	139
256	-155
257	-122
258	-100
259	230
260	-5
261	41
262	-37
263	142
264	-17
265	-142
266	3
267	134
268	213
269	48
270	224
271	-9
272	-84
273	129
274	180
275	192
276	43
277	-22
278	-23
279	106
280	-201
281	224
282	100
283	75
284	38
285	-227
286	87
287	185
288	-130
289	66
290	-34
291	128
292	217
293	-219
294	147
295	-17
296	209
297	-91
298	-72
299	125
300	-142
301	37
302	-73
303	62
304	187
305	23
306	-19
307	78
308	-151
309	-116
310	150
311	91
312	180
313	74
314	-117
315	99
316	30
317	-209
318	-189
319	189
320	126
321	-134
322	-175
323	95
324	-117
325	128
326	-18
327	-174
328	-196
329	157
330	183
331	-206
332	-77
333	-196
334	-111
335	188
336	60
337	-222
338	-141
339	-68
340	-41
341	158
342	193
343	20
344	-206
345	155
346	-213
347	-93
348	138
349	-199
350	-5
351	146
352	-204
353	-126
354	-31
355	-24
356	32
