t	S
[/]	[MPa]
0	-114
1	85
2	14
3	-208
4	-218
5	-62
6	-162
7	-16
8	79
9	226
10	174
11	9
12	201
13	-31
14	54
15	119
16	-23
17	-56
18	-225
19	-139
20	-202
21	-154
22	-67
23	-94
24	39
25	219
26	-153
27	135
28	-73
29	155
30	-162
31	-133
32	-73
33	-189
34	191
35	85
36	-197
37	-208
38	-52
39	182
40	-43
41	55
42	72
43	192
44	169
45	27
46	85
47	218
48	-139
49	-142
50	-24
51	29
52	-26
53	-139
54	19
55	-49
56	-57
57	-154
58	-230
59	-106
60	-159
61	81
62	134
63	56
64	1
65	-119
66	65
67	-42
68	-105
69	144
70	-35
71	-172
72	-126
73	63
74	-177
75	-189
76	177
77	183
78	130
79	129
80	-179
81	-7
82	-228
83	-229
84	-75
85	136
86	-129
87	-213
88	9
89	-104
90	203
91	18
92	22
93	124
94	74
95	210
96	194
97	-93
98	58
99	144
100	-37
101	133
102	-21
103	116
104	218
105	9
106	-143
107	-115
108	-114
109	32
110	-36
111	-38
112	38
113	-109
114	108
115	107
116	222
117	-108
118	-33
119	-134
120	21
121	116
122	180
123	-167
124	-206
125	46
126	-131
127	-112
128	-196
129	-45
130	21
131	-16
132	-50
133	83
134	197
135	-94
136	111
137	57
138	-49
139	27
140	98
141	-212
142	199
143	-130
144	207
145	13
146	-64
147	195
148	-183
149	-194
150	193
151	67
152	117
153	-22
154	6
155	180
156	183
157	-58
158	157
159	159
160	153
161	-201
162	-140
163	-142
164	151
165	63
166	-150
167	-86
168	-141
169	82
170	208
171	-87
172	-169
173	-134
174	209
175	84
176	-168
177	-225
178	11
179	-128
180	208
181	-215
182	74
183	-34
184	-169
185	120
186	125
187	-165
188	-182
189	115
190	-190
191	115
192	-145
193	18
194	-224
195	-24
196	103
197	33
198	128
199	131
200	221
201	25
202	-29
203	209
204	10
205	33
206	-144
207	-42
208	-118
209	229
210	115
211	132
212	-46
213	60
214	-10
215	60
216	103
217	214
218	-156
219	119
220	202
221	174
222	55
223	-25
224	96
225	11
226	-221
227	217
228	114
229	-174
230	116
231	-184
232	-158
233	31
234	52
235	179
236	23
237	141
238	-142
239	-173
240	104
241	-25
242	-38
243	-150
244	-143
245	-80
246	190
247	36
248	8
249	-200
250	152
251	86
252	-130
253	149
254	112
255	182
256	1
257	45
258	225
259	94
260	-211
261	32
262	-199
263	122
264	-177
265	149
266	-129
267	174
268	-102
269	-29
270	206
271	152
272	-207
273	-129
274	103
275	-13
276	188
277	161
278	31
279	-42
280	72
281	-197
282	-24
283	178
284	84
285	48
286	-168
287	-123
288	-140
289	178
290	224
291	-206
292	-37
293	14
294	-199
295	150
296	-10
297	145
298	62
299	162
300	-109
301	83
302	153
303	-127
304	-138
305	-137
306	-126
307	-82
308	-141
309	133
310	-42
311	221
312	-15
313	206
314	180
315	-226
316	-31
317	176
318	-19
319	18
320	102
