t	S
[/]	[MPa]
0	158
1	-19
2	198
3	-52
4	-148
5	99
6	203
7	216
8	-41
9	191
10	97
11	120
12	216
13	-13
14	45
15	0
16	209
17	-43
18	93
19	35
20	-201
21	89
22	-26
23	146
24	46
25	-100
26	184
27	210
28	-16
29	132
30	230
31	79
32	173
33	-160
34	135
35	-36
36	-10
37	46
38	96
39	-129
40	-38
41	171
42	107
43	6
44	56
45	14
46	204
47	163
48	14
49	207
50	-3
51	20
52	56
53	-6
54	-189
55	200
56	-207
57	-164
58	64
59	-82
60	-183
61	-105
62	-227
63	160
64	-8
65	-165
66	-179
67	-203
68	57
69	169
70	59
71	53
72	52
73	-4
74	-133
75	84
76	-30
77	-106
78	-129
79	204
80	-58
81	32
82	-57
83	18
84	-95
85	-6
86	-7
87	-212
88	83
89	20
90	-14
91	123
92	207
93	49
94	6
95	-16
96	112
97	197
98	-37
99	90
100	-173
101	-177
102	-123
103	127
104	212
105	-5
106	61
107	143
108	-108
109	-6
110	-212
111	138
112	-202
113	-127
114	67
115	-27
116	11
117	189
118	-178
119	-223
120	-20
121	218
122	-146
123	230
124	-118
125	214
126	-159
127	-107
128	96
129	-144
130	188
131	181
132	70
133	-171
134	-111
135	-104
136	-28
137	-97
138	-47
139	187
140	120
141	130
142	-13
143	39
144	104
145	-9
146	-179
147	128
148	-114
149	-171
150	106
151	38
152	-86
153	-66
154	227
155	220
156	221
157	-149
158	181
159	206
160	112
161	-213
162	-195
163	155
164	-38
165	-219
166	-104
167	132
168	-154
169	-123
170	-24
171	52
172	127
173	159
174	-94
175	188
176	-95
177	-89
178	-8
179	-148
180	209
181	163
182	-182
183	-149
184	228
185	-160
186	-170
187	-1
188	-87
189	-38
190	132
191	18
192	-35
193	-204
194	-24
195	-194
196	-184
197	-134
198	-138
199	133
200	137
201	-27
202	94
203	150
204	-189
205	121
206	66
207	10
208	134
209	-180
210	219
211	-208
212	33
213	117
214	-163
215	-184
216	-79
217	131
218	34
219	-211
220	5
221	181
222	68
223	221
224	-143
225	-165
226	-39
227	-35
228	-159
229	-42
230	120
231	-55
232	-136
233	-27
234	0
235	41
236	-130
237	-59
238	198
239	-53
240	-95
241	-178
242	185
243	-149
244	80
245	-222
246	90
247	55
248	184
249	-34
250	-50
251	193
252	145
253	-49
254	179
255	90
256	-118
257	-213
258	148
259	-160
260	124
261	-181
262	-46
263	-195
264	134
265	-155
266	-139
267	-207
268	47
269	166
270	2
271	-213
272	222
273	25
274	-83
275	-81
276	-204
277	-131
278	207
279	95
280	-194
281	157
282	190
283	181
284	20
285	107
286	226
287	-41
288	-128
289	93
290	-168
291	83
292	89
293	-68
294	22
295	-59
296	53
297	-122
298	61
299	-82
300	-207
301	-164
302	175
303	-204
304	-132
305	-89
306	-24
307	130
308	169
309	117
310	-44
311	-145
312	-163
313	-34
314	47
315	140
316	183
317	-110
318	-113
319	189
320	158
321	194
322	-177
323	176
324	2
325	1
326	161
327	13
328	-152
329	68
330	156
331	1
332	-134
333	-103
334	-72
335	211
336	-210
337	-83
338	-88
339	217
340	31
341	-107
342	230
343	-29
344	50
345	170
346	-134
347	-10
348	115
349	49
350	44
351	202
352	-90
353	223
354	56
355	-155
356	178
357	194
358	-153
359	117
360	217
361	-29
362	-155
363	15
364	-88
365	12
366	183
367	87
368	40
369	-201
370	-150
371	139
372	4
373	-104
374	-34
375	-33
376	45
377	-192
378	182
379	69
380	-205
381	-35
382	-51
383	-101
384	116
385	134
386	-170
387	145
388	33
389	10
390	169
391	94
392	4
393	-196
394	104
395	-54
396	-61
397	-126
398	-203
399	199
400	186
401	37
402	-56
403	-42
404	85
405	125
406	-174
407	-215
408	-13
409	-141
410	21
411	208
412	-69
413	167
414	-106
415	-162
416	-23
417	158
418	185
419	-11
420	63
421	155
422	198
423	-185
424	-63
425	153
426	75
427	-23
428	37
429	32
430	-214
431	230
432	-98
433	-190
434	-197
435	136
436	-9
437	148
438	48
439	182
440	-87
441	-165
442	-84
443	91
444	136
445	28
446	-156
447	-148
448	190
449	-227
450	-191
451	209
452	-167
453	-185
454	20
455	-32
456	-148
457	136
458	-26
459	3
460	155
461	-185
462	25
463	-188
464	28
465	-53
466	-124
467	123
468	-103
469	156
470	-204
471	15
472	159
473	-56
474	168
475	-126
476	2
477	-123
478	-40
479	-97
480	-135
481	110
482	188
483	-56
484	-175
485	26
486	7
487	-190
488	-110
489	175
490	27
491	-184
492	-185
493	216
494	56
495	-40
496	63
497	-184
498	-203
499	154
500	-143
501	113
502	-67
503	-191
504	-17
505	-155
506	-164
507	114
508	-50
509	8
510	-184
511	-22
512	-76
513	123
514	146
515	105
516	126
517	60
518	-143
519	-198
520	15
521	126
522	141
523	-149
524	10
525	-223
526	84
527	-187
528	-192
529	-163
530	-183
531	-16
532	-218
533	-201
534	-212
535	-8
536	89
537	-17
538	157
539	-214
540	145
541	91
542	16
543	140
544	-51
545	-73
546	-22
547	-50
548	71
549	121
550	-9
551	139
552	30
553	186
554	11
555	30
556	0
557	178
558	37
559	-156
560	230
561	14
562	-109
563	130
564	-180
565	-99
566	-11
567	-230
568	-173
569	-160
570	32
571	-144
572	208
573	64
574	-58
575	-120
576	11
577	133
578	211
579	5
580	93
581	-53
582	-89
583	-221
584	-188
585	-230
586	9
587	28
588	-36
589	67
590	172
591	-127
592	97
593	133
594	103
595	-64
596	119
597	-20
598	183
599	113
600	219
601	95
602	-106
603	181
604	-47
605	-9
606	9
607	-189
608	-173
609	-216
610	70
611	98
612	-30
613	-166
614	96
615	120
616	1
617	-143
618	-58
619	81
620	-128
621	224
622	209
623	225
624	-59
625	-161
626	109
627	-206
628	-213
629	-208
630	-207
631	145
632	200
633	-53
634	29
635	206
636	-118
637	183
638	-120
639	48
640	63
641	-139
642	-222
643	122
644	38
645	-169
646	51
647	149
648	14
649	-159
650	-165
651	-119
652	184
653	19
654	-208
655	117
656	-185
657	-161
658	180
659	-184
660	110
661	-206
662	74
663	170
664	-46
665	25
666	73
667	213
668	172
669	-50
670	-45
671	230
672	13
673	129
674	-106
675	-181
676	-151
677	-123
678	-169
679	157
680	166
681	-157
682	-124
683	-58
684	-191
685	42
686	-65
687	-99
688	211
689	-71
