t	S
[/]	[MPa]
0	30
1	216
2	-4
3	218
4	67
5	111
6	-166
7	13
8	187
9	183
10	-89
11	76
12	134
13	5
14	-117
15	-165
16	117
17	-177
18	20
19	82
20	182
21	-164
22	-201
23	118
24	12
25	-76
26	79
27	79
28	-212
29	197
30	9
31	-121
32	-79
33	-35
34	211
35	21
36	-165
37	-185
38	143
39	-27
40	143
41	116
42	68
43	-149
44	74
45	-220
46	0
47	-162
48	-40
49	54
50	182
51	28
52	41
53	140
54	206
55	180
56	88
57	-194
58	-23
59	204
60	-38
61	-30
62	47
63	-24
64	-171
65	-216
66	39
67	-136
68	159
69	89
70	-58
71	191
72	-200
73	125
74	79
75	-17
76	-169
77	-42
78	-180
79	50
80	-129
81	-123
82	19
83	-10
84	127
85	113
86	-153
87	-189
88	207
89	-113
90	-109
91	21
92	112
93	145
94	-11
95	221
96	-63
97	-29
98	-59
99	7
100	212
101	208
102	51
103	49
104	-162
105	-158
106	60
107	168
108	209
109	224
110	127
111	-12
112	163
113	114
114	-14
115	135
116	-187
117	15
118	187
119	-132
120	-39
121	30
122	-205
123	9
124	-135
125	-164
126	-112
127	-114
128	-42
129	-107
130	36
131	-105
132	74
133	-77
134	130
135	-195
136	-42
137	159
138	-153
139	-18
140	-62
141	66
142	47
143	-120
144	90
145	-104
146	59
147	-160
148	-39
149	-162
150	-107
151	225
152	-172
153	-14
154	229
155	-94
156	-61
157	4
158	81
159	57
160	229
161	-59
162	18
163	-66
164	17
165	88
166	-137
167	-199
168	170
169	119
170	-126
171	33
172	203
173	158
174	-206
175	217
176	-224
177	-22
178	165
179	87
180	206
181	46
182	-52
183	53
184	-155
185	225
186	177
187	66
188	15
189	-136
190	-217
191	-95
192	8
193	-117
194	53
195	-230
196	-79
197	175
198	227
199	-77
200	-126
201	-168
202	-82
203	-150
204	-98
205	39
206	207
207	-28
208	144
209	173
210	-32
211	-11
212	196
213	-87
214	-106
215	-16
216	-167
217	52
218	169
219	-23
220	-220
221	71
222	51
223	86
224	-174
225	155
226	42
227	-18
228	135
229	-47
230	213
231	-218
232	105
233	65
234	176
235	-67
236	-37
237	-101
238	181
239	-44
240	-177
241	-166
242	-94
