t	S
[/]	[MPa]
0	-77
1	136
2	-5
3	-227
4	-192
5	-39
6	-202
7	220
8	154
9	170
10	193
11	-38
12	92
13	198
14	-168
15	-58
16	220
17	-49
18	125
19	-198
20	-125
21	18
22	122
23	-21
24	-70
25	61
26	-196
27	213
28	107
29	77
30	108
31	210
32	-106
33	-87
34	-47
35	-213
36	105
37	81
38	225
39	151
40	-134
41	85
42	-175
43	-147
44	230
45	165
46	-161
47	-35
48	-95
49	107
50	56
51	197
52	42
53	32
54	-70
55	-42
56	86
57	7
58	202
59	-129
60	57
61	230
62	-182
63	-134
64	-162
65	146
66	18
67	-76
68	-165
69	-4
70	156
71	-113
72	-95
73	30
74	120
75	-171
76	189
77	-32
78	145
79	-173
80	137
81	-209
82	-19
83	-158
84	99
85	-159
86	165
87	-3
88	228
89	-172
90	169
91	118
92	-195
93	-19
94	206
95	60
96	65
97	91
98	-47
99	142
100	-141
101	58
102	-145
103	-143
104	-88
105	80
106	95
107	-2
108	64
109	-14
110	39
111	-226
112	220
113	150
114	-204
115	-188
116	114
117	-219
118	214
119	39
120	21
121	101
122	-142
123	134
124	-10
125	-79
126	30
127	227
128	220
129	30
130	-101
131	48
132	-41
133	112
134	-157
135	22
136	114
137	155
138	-78
139	30
140	46
141	-211
142	111
143	191
144	26
145	45
146	94
147	105
148	131
149	141
150	152
151	-79
152	62
153	-85
154	118
155	-117
156	66
157	97
158	-185
159	207
160	147
161	83
162	-189
163	-125
164	-124
165	-45
166	42
167	-111
168	-15
169	-39
170	127
171	116
172	-132
173	-105
174	150
175	88
176	57
177	-186
178	188
179	-54
180	85
181	24
182	154
183	-11
184	196
185	29
186	-57
187	24
188	-172
189	-114
190	177
191	-66
192	-203
193	190
194	2
195	-40
196	-21
197	-73
198	-213
199	-45
200	-205
201	115
202	-143
203	218
204	24
205	-157
206	-129
207	-125
208	72
209	221
210	-106
211	141
212	176
213	166
214	178
215	112
216	150
217	95
218	158
219	-107
220	196
221	75
222	-1
223	170
224	-18
225	-204
226	-215
227	191
228	39
229	77
230	-175
231	-31
232	28
233	205
234	225
235	162
236	-198
237	-86
238	60
239	106
240	8
241	215
242	-82
243	40
244	128
245	6
246	-25
247	32
248	-179
249	-152
250	180
251	219
252	-136
253	224
254	-25
255	130
256	-67
257	-127
258	-150
259	98
260	-176
261	-162
262	191
263	-191
264	207
265	35
266	-168
267	230
268	-228
269	-165
270	-80
271	38
272	-228
273	24
274	-15
275	-172
276	-173
277	197
278	-81
279	-148
280	100
281	-57
282	197
283	-69
284	-174
285	80
286	-55
287	51
288	204
289	-115
290	-4
291	-227
292	38
293	-174
294	-10
295	-221
296	-28
297	-24
298	110
299	-105
300	-80
301	156
302	219
303	-227
304	-146
305	-107
306	19
307	46
308	-159
309	-200
310	-49
311	164
312	-160
313	14
314	25
315	53
316	116
317	-142
318	169
319	175
320	20
321	-11
322	203
323	178
324	-39
325	-77
326	-121
327	40
328	-26
329	-148
330	116
331	-37
332	-120
333	178
334	214
335	227
336	-114
337	-183
338	-155
339	-204
340	198
341	182
342	213
343	97
344	17
345	-83
346	-144
347	40
348	139
349	217
350	-169
351	-141
352	90
353	-115
354	-140
355	43
356	206
357	170
358	-100
359	-93
360	-203
361	-60
362	77
363	39
364	-3
365	195
366	-35
367	186
368	-49
369	70
370	-73
371	228
372	123
373	161
374	134
375	-85
376	-72
377	65
378	-73
379	-55
380	200
381	172
382	-181
383	-148
384	101
385	-154
386	-91
387	-162
388	137
389	-117
390	165
391	-64
392	105
393	74
394	16
395	-181
396	155
397	156
398	-55
399	94
400	-95
401	9
402	58
403	-154
404	34
405	19
406	198
407	49
408	-118
409	10
410	73
411	-142
412	156
413	170
414	-56
415	189
416	-159
417	-128
418	-95
419	-63
420	212
421	-34
422	150
423	-174
424	-102
425	224
426	214
427	219
428	-160
429	-32
430	-227
431	96
432	-188
433	114
434	-3
435	19
436	80
437	-43
438	-141
439	135
440	-110
441	-75
442	105
443	-91
444	29
445	-164
446	36
447	-134
448	86
449	134
450	135
451	-54
452	-197
453	39
454	207
455	-52
456	-88
457	203
458	22
459	159
460	-102
461	182
462	202
463	107
464	-168
465	214
466	-112
467	-215
468	110
469	96
470	84
471	214
472	-47
473	76
474	208
475	47
476	-70
477	-88
478	105
479	-122
480	89
481	-208
482	-20
483	-129
484	-168
485	5
486	41
487	211
488	152
489	25
490	-21
491	-63
492	-134
493	-20
494	189
495	212
496	27
497	80
498	-200
499	4
500	104
501	49
502	-103
503	34
504	-217
505	40
506	82
507	-73
508	113
509	12
510	-118
511	194
512	-94
513	-210
514	160
515	42
516	-208
517	211
518	68
519	-91
520	95
521	-228
522	119
523	-77
524	228
525	100
526	221
527	-85
528	-178
529	110
530	-130
531	-31
532	145
533	43
534	-55
535	-211
536	-69
537	-157
538	31
539	183
540	-214
541	-77
542	-15
543	-96
544	-32
545	85
546	207
547	-140
548	212
549	-50
550	-101
551	172
552	109
553	-189
554	-130
555	-49
556	108
557	-2
558	47
559	-93
560	173
561	43
562	-117
563	186
564	-208
565	-222
566	93
567	-48
568	-99
569	20
570	-121
571	-165
572	177
573	-156
574	197
575	194
576	96
577	90
578	153
579	-175
580	155
581	-174
582	104
583	-128
584	8
585	-226
586	43
587	-154
588	-160
589	-39
590	5
591	-126
592	21
593	-38
594	181
595	28
596	-87
597	-10
598	194
599	-189
600	191
601	198
602	-210
603	-187
604	25
605	-134
606	134
607	198
608	109
609	-86
610	-182
611	-165
612	-41
613	-159
614	58
615	38
616	-23
617	-4
618	83
619	166
620	-130
621	-124
622	192
623	171
624	159
625	197
626	135
627	-136
628	-15
629	214
630	145
631	-63
632	-85
633	96
634	47
635	-117
636	-98
637	106
638	134
639	64
640	38
641	39
642	145
643	-146
644	-121
645	-125
646	221
647	46
648	-183
649	-11
650	120
651	1
652	-142
653	-36
654	55
655	177
656	18
657	-211
658	40
659	-23
660	-192
661	-13
662	124
663	81
664	168
665	-30
666	36
667	86
668	134
669	-132
670	91
671	-16
672	-52
673	-11
674	-52
675	-205
676	-208
677	77
678	-94
679	-155
680	47
681	-98
682	-215
683	7
684	-155
685	-146
686	88
687	-109
688	23
689	20
690	-184
691	-37
692	54
693	163
694	74
695	60
696	222
697	155
698	4
699	211
700	16
701	16
702	-59
703	130
704	90
705	-110
706	-20
707	-214
708	152
709	-223
710	-75
711	-195
712	-92
713	155
714	-148
715	-78
716	-178
717	112
718	103
719	25
720	-136
721	227
722	-44
723	-166
724	119
725	8
726	-124
727	77
728	87
729	-104
730	113
731	169
732	183
733	11
734	-141
735	54
736	227
737	121
738	96
739	34
740	-83
741	42
742	-77
743	62
744	-97
745	-166
746	-43
747	-152
748	89
749	-50
750	-54
751	-147
752	-146
753	86
754	-178
755	27
756	-68
757	-153
758	-53
759	36
760	-129
761	25
762	-219
763	-41
764	222
765	173
766	174
767	-25
768	229
769	122
770	78
771	-155
772	179
773	105
774	170
775	-142
776	87
777	36
778	-220
779	118
780	1
781	196
782	-26
783	162
784	108
785	216
786	180
787	114
788	97
789	-108
790	200
791	216
792	72
793	182
794	-220
795	190
796	-4
797	130
798	-171
799	62
800	-223
801	-119
802	-105
803	175
804	-91
805	174
806	163
807	92
808	-197
809	6
810	-208
811	-189
812	-120
813	103
814	160
815	-143
816	-32
817	35
818	-45
819	64
820	-45
821	-5
822	-65
823	-128
824	-36
825	-69
826	-109
827	157
828	95
829	-61
830	-86
831	118
832	-225
833	145
834	170
835	123
836	-157
837	140
838	-202
839	91
840	-22
841	-83
842	3
843	189
844	-227
845	170
846	125
847	-119
848	180
849	-49
850	-86
851	-109
852	112
853	-17
854	-24
855	-17
856	-58
857	130
858	-210
859	-169
860	124
861	-210
862	138
863	140
864	-104
865	172
866	199
867	144
868	115
869	115
870	-10
871	-42
872	158
873	173
874	96
875	-209
876	-131
877	-162
878	-183
879	-57
880	107
881	178
882	13
883	135
884	-131
885	-3
886	-210
887	170
888	121
889	209
890	37
891	77
892	-12
893	219
894	120
895	86
896	78
897	43
898	25
899	10
900	-60
901	185
902	-12
903	121
904	170
905	-115
906	127
907	-123
908	209
909	44
910	127
911	-113
912	83
913	136
914	119
915	37
916	-55
917	5
918	192
919	167
920	-215
921	-7
922	201
923	26
924	-99
925	170
926	215
927	32
928	154
929	-115
930	-32
931	183
932	-81
933	-105
934	-1
935	-227
936	-64
937	178
938	-196
939	96
940	117
941	119
942	-82
943	-57
944	-174
945	-62
946	-96
947	-188
948	-92
949	166
950	-210
951	-25
952	-9
953	-7
954	-85
955	80
956	-146
957	-217
958	-226
959	89
960	-25
961	189
962	-28
963	-208
964	-77
965	67
966	-153
967	138
968	54
969	78
970	6
971	-95
972	184
973	46
974	133
975	-48
976	-130
977	-74
978	31
979	-41
980	136
981	182
982	6
983	-29
984	144
985	118
986	-20
987	-74
988	-31
989	147
990	-152
991	84
992	-118
993	90
994	219
995	-222
996	-220
997	-114
998	-81
999	81
1000	-50
1001	-186
1002	143
1003	-4
1004	-213
1005	-34
1006	-209
1007	110
1008	-76
1009	-177
1010	-17
1011	-210
1012	-45
1013	-140
1014	-30
1015	167
1016	-46
1017	217
1018	-63
1019	-70
1020	-86
1021	20
1022	-88
1023	-140
1024	-85
1025	12
1026	60
1027	176
1028	62
1029	-13
1030	-228
1031	156
1032	45
1033	-221
1034	200
1035	-74
1036	-172
1037	48
1038	171
1039	219
1040	-197
1041	201
1042	-171
1043	97
1044	-59
1045	202
1046	98
1047	-7
1048	-218
1049	-183
1050	-41
1051	106
1052	-70
1053	-130
1054	110
1055	143
1056	-129
1057	147
1058	6
1059	-42
1060	-97
1061	88
1062	-119
1063	44
1064	-155
1065	122
1066	76
1067	-123
1068	-130
1069	11
1070	71
1071	-133
1072	96
1073	-226
1074	-113
1075	80
1076	-136
1077	166
1078	194
1079	-6
1080	-215
1081	-207
1082	-23
1083	-25
1084	-151
1085	-179
1086	-141
1087	-32
1088	222
1089	51
1090	142
1091	-109
1092	-132
1093	0
1094	-211
1095	-43
1096	76
1097	-140
1098	221
1099	220
1100	99
1101	228
1102	-169
1103	-217
1104	184
1105	-168
1106	-1
1107	-159
1108	-44
1109	27
1110	-104
1111	-28
1112	-37
1113	-92
1114	154
1115	219
1116	-30
1117	-138
1118	70
1119	-219
1120	28
1121	51
1122	195
1123	1
1124	-217
1125	-31
1126	-79
1127	-82
1128	-220
1129	54
1130	-58
1131	113
1132	-44
1133	26
1134	-83
1135	-229
1136	31
1137	-159
1138	56
1139	131
1140	-104
1141	31
1142	225
1143	-134
1144	215
1145	129
1146	0
1147	106
1148	-74
1149	-100
1150	-53
1151	-86
1152	38
1153	-176
1154	-184
1155	111
1156	4
1157	-21
1158	-217
1159	54
1160	-12
1161	216
1162	72
1163	-51
1164	-24
1165	78
1166	230
1167	99
1168	4
1169	136
1170	-101
1171	-213
1172	-100
1173	-163
1174	220
1175	157
1176	-44
1177	-27
1178	14
1179	167
1180	163
1181	187
1182	-178
1183	58
1184	-98
1185	-71
1186	-159
1187	65
1188	78
1189	96
1190	-118
1191	87
