t	S
[/]	[MPa]
0	-54
1	-92
2	-179
3	-38
4	55
5	99
6	-149
7	111
8	50
9	-170
10	134
11	-161
12	133
13	-43
14	-108
15	-178
16	-45
17	98
18	-179
19	230
20	-196
21	-223
22	196
23	226
24	-206
25	-63
26	35
27	11
28	220
29	51
30	-37
31	-121
32	146
33	-31
34	-194
35	-50
36	122
37	-15
38	226
39	-5
40	142
41	-213
42	225
43	145
44	166
45	-15
46	212
47	-133
48	-158
49	-174
50	151
51	131
52	-39
53	114
54	-165
55	181
56	119
57	27
58	146
59	53
60	111
61	46
62	104
63	45
64	203
65	174
66	-130
67	-225
68	-184
69	226
70	-197
71	-159
72	-36
73	113
74	-212
75	147
76	66
77	120
78	-8
79	61
80	44
81	52
82	-177
83	-84
84	37
85	-173
86	-198
87	-208
88	-186
89	-210
90	37
91	-201
92	201
93	-212
94	81
95	69
96	161
97	-126
98	-11
99	-17
100	-213
101	24
102	132
103	-54
104	-59
105	-29
106	-155
107	202
108	230
109	78
110	131
111	-207
112	-86
113	69
114	-155
115	-202
116	-32
117	25
118	130
119	-229
120	88
121	54
122	49
123	202
124	-68
125	-89
126	-78
127	-21
128	12
129	-193
130	-79
131	-221
132	-80
133	-146
134	24
135	225
136	-162
137	90
138	112
139	197
140	111
141	113
142	-207
143	206
144	-22
145	-129
146	223
147	68
148	-151
149	-88
150	46
151	-209
152	-219
153	-143
154	-20
155	116
156	-192
157	-229
158	-211
159	33
160	159
161	-179
162	-36
163	18
164	13
165	8
166	84
167	-92
168	-33
169	101
170	-163
171	-191
172	156
173	-81
174	174
175	-103
176	183
177	-138
178	44
179	150
180	-208
181	95
182	-177
183	-165
184	-36
185	207
186	-199
187	159
188	-168
189	15
190	-142
191	83
192	-129
193	80
194	-120
195	-211
196	225
197	85
198	-214
199	114
200	-63
201	-14
202	-200
203	63
204	6
205	154
206	-173
207	-59
208	117
209	119
210	139
211	192
212	-70
213	-40
214	-67
215	-229
216	66
217	101
218	85
219	66
220	175
221	119
222	3
223	-168
224	49
225	-43
226	-16
227	113
228	-91
229	-51
230	-118
231	181
232	-68
233	104
234	159
235	-11
236	-180
237	-81
238	107
239	92
240	-87
241	-14
242	161
243	-205
244	58
245	-184
246	87
247	157
248	-84
249	-207
250	147
251	115
252	147
253	74
254	179
255	230
256	75
257	-163
258	34
259	-108
260	-124
261	-144
262	-70
263	-145
264	118
265	-108
266	-109
267	180
268	223
269	-22
270	205
271	-162
272	-70
273	56
274	-228
275	-165
276	153
277	85
278	22
279	-62
280	79
281	98
282	2
283	-148
284	114
285	112
286	-81
287	-12
288	-209
289	30
290	-64
291	140
292	37
293	105
294	44
295	92
296	100
297	-118
298	-147
299	40
300	131
301	-170
302	195
303	194
304	-93
305	149
306	63
307	-2
308	9
309	-180
310	207
311	222
312	-3
313	28
314	-177
315	-225
316	-18
317	-204
318	49
319	217
320	-65
321	-27
322	-22
323	-217
324	-96
325	-174
326	-67
327	-201
328	-193
329	89
330	-111
331	-62
332	35
333	54
334	-169
335	-202
336	-177
337	103
338	61
339	-107
340	-94
341	-5
342	-42
343	-157
344	-71
345	143
346	184
347	-18
348	206
349	83
350	-126
351	71
352	83
353	-108
354	16
355	227
356	170
357	138
358	219
359	-33
360	-125
361	132
362	71
363	-91
364	-38
365	38
366	80
367	82
368	28
369	-143
370	37
371	-189
372	-81
373	-178
374	139
375	-167
376	4
377	-2
378	-26
379	-13
380	41
381	-44
382	-80
383	65
384	-23
385	-55
386	-161
387	205
388	-5
389	158
390	-206
391	-119
392	51
393	-178
394	-101
395	-142
396	126
397	119
398	186
399	-164
400	124
401	-211
402	160
403	-83
404	-150
405	170
406	-50
407	154
408	127
409	-72
410	121
411	10
412	-110
413	28
414	101
415	99
416	191
417	32
418	-100
419	31
420	-41
421	-123
422	-181
423	43
424	6
425	-130
426	186
427	-136
428	-125
429	213
430	-78
431	37
432	-183
433	230
434	210
435	-127
436	-114
437	168
438	-96
439	-188
440	155
441	-208
442	-76
443	-118
444	224
445	181
446	52
447	-130
448	113
449	-222
450	-36
451	180
452	-20
453	203
454	170
455	88
456	170
457	186
458	215
459	156
460	-147
461	147
462	31
463	-167
464	-64
465	219
466	126
467	140
468	178
469	42
470	10
471	220
472	24
473	-121
474	-106
475	134
476	40
477	-189
478	13
479	42
480	0
481	-74
482	119
483	-195
484	-217
485	25
486	-50
487	16
488	-190
489	111
490	17
491	5
492	-50
493	-142
494	-179
495	90
496	-52
497	22
498	-21
499	103
500	-67
501	49
502	170
503	49
504	-93
505	184
506	-97
507	77
508	-125
509	162
510	-167
511	-209
512	-43
513	23
514	165
515	-158
516	188
517	185
518	-126
519	134
520	54
521	-4
522	124
523	210
524	1
525	-217
526	-215
527	2
528	217
529	54
530	-109
531	71
532	5
533	-210
534	-14
535	30
536	125
537	84
538	46
539	29
540	-151
541	-75
542	-107
543	141
544	119
545	165
546	218
547	225
548	15
549	20
550	60
551	197
552	-28
553	174
554	-187
555	-155
556	-12
557	104
558	230
559	-184
560	-148
561	-189
562	167
563	-36
564	71
565	-148
566	13
567	164
568	41
569	202
570	-9
571	208
572	14
573	-159
574	39
575	-225
576	83
577	-156
578	228
579	-172
580	-193
581	10
582	-154
583	18
584	-181
585	220
586	-15
587	-68
588	18
589	153
590	0
591	99
592	-65
593	103
594	-99
595	-27
596	65
597	-50
598	-44
599	70
600	-204
601	-209
602	-172
603	-155
604	146
605	42
606	110
607	-130
608	27
609	141
610	117
611	188
612	-34
613	-170
614	210
615	-12
616	101
617	116
618	-15
619	-128
620	-10
621	96
622	-19
623	-42
624	-187
625	31
626	-123
627	-177
628	42
629	171
630	82
631	-115
632	-199
633	-11
634	123
635	-220
636	127
637	28
638	230
639	-149
640	47
641	190
642	-88
643	-179
644	56
645	-139
646	4
647	176
648	92
649	200
650	32
651	-217
652	0
653	-82
654	223
655	-196
656	9
657	-33
658	38
659	219
660	53
661	-163
662	-85
663	30
664	-228
665	138
666	-19
667	26
668	134
669	-64
670	149
671	-27
672	-67
673	-192
674	226
675	-72
676	-163
677	50
678	-209
679	83
680	178
681	63
682	-22
683	-174
684	118
685	-227
686	49
687	-123
688	-152
689	211
690	230
691	159
692	-68
693	-125
694	46
695	-166
696	87
697	63
698	87
699	12
700	-98
701	-128
702	35
703	-136
704	44
705	26
706	124
707	212
708	82
709	210
710	39
711	-23
712	162
713	213
714	-227
715	91
716	126
717	-151
718	38
719	128
720	192
721	-19
722	-88
723	5
724	166
725	-106
726	-25
727	128
728	-28
729	54
730	89
731	174
732	-198
733	215
734	-211
735	-131
736	109
737	-176
738	-27
739	-7
740	109
741	-208
742	13
743	-100
744	43
745	1
746	192
747	115
748	-55
749	-39
750	6
751	-157
752	-176
753	93
754	-4
755	177
756	116
757	-35
758	142
759	199
760	-139
761	-1
762	-49
763	187
764	-181
765	-18
766	39
767	-221
768	-221
769	28
770	184
771	84
772	-65
773	71
774	-173
775	-81
776	-164
777	-34
778	110
779	92
780	-26
781	-218
782	31
783	-63
784	-182
785	-138
786	-20
787	69
788	-12
789	174
790	157
791	80
792	-42
793	94
794	-121
795	158
796	118
797	5
798	-181
799	-153
800	95
801	-191
802	52
803	142
804	-225
805	226
806	10
807	54
808	-71
809	85
810	230
811	-207
812	99
813	51
814	-186
815	16
816	65
817	15
818	179
819	211
820	112
821	-140
822	55
823	-203
824	159
825	75
826	-79
827	24
828	170
829	-102
830	67
831	154
832	125
833	-183
834	-173
835	-211
836	-43
837	-203
838	-8
839	218
840	-55
841	45
842	-219
843	-194
844	-95
845	-205
846	215
847	77
848	44
849	-196
850	-62
851	-166
852	72
853	-85
854	48
855	-25
856	-32
857	39
858	-79
859	-177
860	25
861	-148
862	-100
863	124
864	-27
865	-40
866	-99
867	-32
868	-51
869	-85
870	229
871	27
872	25
873	-145
874	-220
875	196
876	-209
877	-194
878	78
879	202
880	-93
881	40
882	-173
883	-109
884	-8
885	134
886	62
887	-87
888	211
889	-3
890	-220
891	-75
892	-212
893	-8
894	202
895	159
896	169
897	-166
898	51
899	228
900	-219
901	-121
902	-203
903	97
904	153
905	13
906	14
907	-220
908	-24
909	-172
910	68
911	22
912	-53
913	11
914	86
915	119
916	-210
917	-68
918	-109
919	152
920	-108
921	20
922	-192
923	-172
924	-17
925	-33
926	85
927	-199
928	1
929	-128
930	155
931	-211
932	-204
933	-175
934	-122
935	-15
936	-138
937	-20
938	36
939	-223
940	-214
941	-96
942	-178
943	-114
944	51
945	-155
946	0
947	204
948	179
949	28
950	53
951	-217
952	-133
953	-24
954	-102
955	87
956	-54
957	-171
958	-138
959	26
960	-45
961	-153
962	-61
963	-24
964	124
965	53
966	190
967	95
968	-100
969	-175
970	88
971	-195
972	-2
973	30
974	93
975	-116
976	-60
977	38
978	-11
979	44
980	223
981	78
982	193
983	100
984	-109
985	-158
986	-141
987	-58
988	157
989	-87
990	167
991	14
992	76
993	-72
994	161
995	69
996	-38
997	134
998	-103
999	-36
1000	-73
1001	-80
1002	227
1003	35
1004	-127
1005	94
1006	28
1007	-214
1008	90
1009	-123
1010	-128
1011	-228
1012	-66
1013	-49
1014	-200
1015	75
1016	-131
1017	-154
1018	41
1019	145
1020	-100
1021	56
1022	219
1023	121
1024	-161
1025	-162
1026	63
1027	155
1028	-188
1029	214
1030	77
1031	77
1032	80
1033	-5
1034	-228
1035	-146
1036	15
