t	S
[/]	[MPa]
0	26
1	27
2	-42
3	-73
4	-216
5	109
6	-165
7	1
8	113
9	98
10	150
11	125
12	94
13	191
14	-209
15	-12
16	124
17	104
18	-63
19	206
20	17
21	132
22	172
23	192
24	-223
25	-74
26	193
27	125
28	35
29	-89
30	127
31	58
32	107
33	-81
34	77
35	-80
36	-55
37	86
38	169
39	143
40	-226
41	78
42	-190
43	-206
44	-172
45	187
46	56
47	-131
48	15
49	-79
50	28
51	-2
52	149
53	0
54	-113
55	-178
56	-90
57	-10
58	-25
59	194
60	41
61	141
62	195
63	131
64	-200
65	13
66	-70
67	210
68	185
69	120
70	149
71	107
72	-193
73	-207
74	-37
75	-21
76	163
77	-187
78	-6
79	-9
80	-171
81	-123
82	166
83	-126
84	81
85	223
86	-162
87	-148
88	25
89	-76
90	134
91	107
92	-210
93	-8
94	147
95	-21
96	-216
97	13
98	15
99	153
100	-5
101	164
102	116
103	189
104	-53
105	219
106	-140
107	110
108	-173
109	-149
110	69
111	-132
112	156
113	-23
114	50
115	-197
116	-158
117	-70
118	-121
119	191
120	196
121	139
122	-128
123	145
124	77
125	-36
126	-134
127	-197
128	-188
129	218
130	-204
131	14
132	153
133	-1
134	-15
135	-63
136	-171
137	71
138	-8
139	0
140	103
141	-225
142	54
143	40
144	-34
145	-221
146	31
147	64
148	-179
149	34
150	118
151	163
152	-150
153	-124
154	-130
155	108
156	132
157	147
158	-199
159	-82
160	227
161	51
162	-16
163	6
164	-65
165	-209
166	-161
167	-221
168	-224
169	106
170	106
171	109
172	-133
173	-45
174	16
175	-85
176	-180
177	117
178	74
179	124
180	163
181	-201
182	117
183	-172
184	127
185	55
186	-211
187	-53
188	98
189	179
190	110
191	215
192	-112
193	129
194	165
195	-150
196	200
197	-224
198	-28
199	216
200	103
201	-74
202	108
203	10
204	121
205	-73
206	-174
207	203
208	199
209	125
210	-113
211	-48
212	-129
213	-14
214	74
215	221
216	-137
217	-58
218	76
219	-63
220	-117
221	55
222	-151
223	210
224	36
225	173
226	-106
227	-90
228	-170
229	42
230	3
231	-167
232	176
233	-229
234	161
235	93
236	24
237	175
238	18
239	72
240	-74
241	49
242	-92
243	-176
244	48
245	110
246	213
247	-7
248	-151
249	31
250	-138
251	153
252	177
253	105
254	-143
255	-213
256	-220
257	150
258	194
259	41
260	-100
261	-210
262	209
263	-6
264	-30
265	193
266	-33
267	-216
268	70
269	-40
270	-215
271	72
272	217
273	-139
274	-55
275	198
276	-158
277	220
278	-196
279	-18
280	110
281	83
282	-105
283	59
284	14
285	-33
286	89
287	-156
288	105
289	-91
290	225
291	42
292	71
293	-41
294	56
295	216
296	-93
297	200
298	-53
299	174
300	-174
301	-59
302	161
303	-185
304	-176
305	18
306	40
307	97
308	-68
309	23
310	152
311	-50
312	-12
313	118
314	-222
315	204
316	14
317	-205
318	-150
319	-177
320	-117
321	38
322	-228
323	-120
324	-90
325	-227
326	-117
327	-193
328	-154
329	-224
330	-15
331	-212
332	-195
333	112
334	-60
335	79
336	-16
337	-115
338	-225
339	110
340	169
341	-208
342	79
343	-228
344	134
345	-85
346	93
347	61
348	207
349	172
350	-6
351	-100
352	1
353	-121
354	195
355	51
356	35
357	-40
358	-88
359	168
360	-47
361	-110
362	-151
363	-132
364	58
365	114
366	224
367	-221
368	-217
369	36
370	175
371	-224
372	-87
373	-94
374	-109
375	-56
376	55
377	-147
378	102
379	-219
380	63
381	-176
382	229
383	120
384	85
385	-120
386	41
387	-43
388	118
389	128
390	115
391	-163
392	-207
393	113
394	16
395	-58
396	169
397	-14
398	168
399	18
400	-207
401	-18
402	62
403	23
404	-124
405	202
406	183
407	95
408	1
409	-49
410	-47
411	-126
412	-127
413	-13
414	-123
415	94
416	-99
417	73
418	102
419	38
420	67
421	-132
422	-67
423	-97
424	-194
425	123
426	-229
427	-169
428	-61
429	-11
430	-102
431	111
432	-128
433	-99
434	198
435	-64
436	94
437	1
438	82
439	-49
440	137
441	-77
442	11
443	43
444	-104
445	-205
446	-221
447	160
448	23
449	-181
450	-76
451	76
452	66
453	32
454	208
455	-76
456	-230
457	21
458	93
459	229
460	-76
461	-204
462	143
463	-137
464	-172
465	105
466	50
467	-36
468	125
469	-159
470	-169
471	-143
472	177
473	24
474	11
475	-49
476	143
477	-47
478	-97
479	98
480	112
481	153
482	64
483	213
484	-23
485	-3
486	-154
487	10
488	226
489	76
490	-142
491	40
492	39
493	76
494	151
495	85
496	11
497	-68
498	-1
499	-106
500	91
501	135
502	162
503	213
504	41
505	-92
506	-142
507	149
508	-172
509	-1
510	-127
511	31
512	30
513	-55
514	-109
515	145
516	-177
517	-148
518	150
519	50
520	-188
521	25
522	227
523	-73
524	196
525	-104
526	-184
527	108
528	177
529	-24
530	99
531	-189
532	-13
533	187
534	123
535	219
536	-141
537	-14
538	-56
539	-81
540	135
541	38
542	-45
543	-158
544	1
545	175
546	43
547	25
548	93
549	77
550	-85
551	-73
552	151
553	192
554	-212
555	-143
556	-219
557	-25
558	-75
559	-169
560	-104
561	-140
562	-63
563	-106
564	-31
565	-55
566	196
567	15
568	-110
569	186
570	-208
571	181
572	-117
573	15
574	-203
575	43
576	173
577	24
578	204
579	0
580	-154
581	93
582	-123
583	184
584	-121
585	186
586	99
587	-226
588	230
589	91
590	111
591	207
592	213
593	86
594	-204
595	-42
596	-80
597	202
598	-92
599	-198
600	142
601	-73
602	79
603	-113
604	-203
605	170
606	208
607	200
608	10
609	-72
610	107
611	111
612	6
613	174
614	154
615	138
616	56
617	171
618	-88
619	-224
620	-9
621	-36
622	-178
623	3
624	50
625	30
626	-142
627	-21
628	-132
629	228
630	-110
631	152
632	-80
633	-179
634	156
635	128
636	120
637	17
638	86
639	25
640	-227
641	90
642	85
643	-196
644	-151
645	36
646	104
647	-95
648	-159
649	-219
650	-220
651	221
652	-8
653	191
654	-115
655	-205
656	137
657	-27
658	-150
659	176
660	-113
661	44
662	-30
663	209
664	43
665	59
666	-85
667	-32
668	-70
669	-186
670	-85
671	-159
672	-140
673	169
674	-208
675	-193
676	-74
677	-20
678	-217
679	229
680	143
681	-47
682	152
683	-200
684	-33
685	36
686	-218
687	-1
688	157
689	121
690	-199
691	85
692	-203
693	-100
694	-131
695	-4
696	-68
697	-51
698	-108
699	109
700	-228
701	-227
702	57
703	-185
704	107
705	-123
706	39
707	-7
708	-138
709	210
710	-140
711	104
712	-191
713	-110
714	-219
715	116
716	-95
717	48
718	221
719	79
720	196
721	175
722	27
723	-41
724	81
725	-91
726	213
727	153
728	216
729	-49
730	-98
731	75
732	-48
733	-46
734	-48
735	52
736	88
737	203
738	-228
739	135
740	-178
741	18
742	-117
743	-14
744	114
745	-219
746	-131
747	93
748	-44
749	184
750	-96
751	43
752	57
753	-150
754	-42
755	-121
756	-204
757	18
758	-148
759	183
760	213
761	-137
762	192
763	-193
764	-44
765	-49
766	-43
767	-144
768	111
769	-39
770	175
771	108
772	43
773	50
774	-11
775	115
776	-188
777	-184
778	-15
779	-183
780	10
781	-118
782	111
783	-158
784	-167
785	142
786	123
787	104
788	-29
789	-131
790	-147
791	-189
792	-18
793	230
794	36
795	141
796	72
797	-22
798	-167
799	-7
800	16
801	174
802	-128
803	-42
804	-123
805	92
806	-69
807	-170
808	77
809	-17
810	157
811	-121
812	86
813	-219
814	164
815	205
816	-97
817	52
818	163
819	200
820	182
821	-34
822	-164
823	55
824	207
825	159
826	-68
827	182
828	-92
829	186
830	-196
831	-230
832	-134
833	-45
834	-168
835	111
836	-35
837	53
838	-42
839	-66
840	135
841	106
842	-16
843	-167
844	-6
845	116
846	-176
847	-229
848	-68
849	-75
850	180
851	206
852	143
853	139
854	-21
855	80
856	-176
857	121
858	200
859	-148
860	-33
861	-63
862	-17
863	-176
864	180
865	-228
866	-153
867	23
868	186
869	-6
870	97
871	-174
872	-110
873	111
874	-73
875	-99
876	84
877	-114
878	49
879	-93
880	-185
881	94
882	-186
883	63
884	-114
885	-159
886	-173
887	64
888	-49
889	147
890	199
891	144
892	160
893	135
894	-95
895	-126
896	-122
897	79
898	106
899	-150
900	104
901	-185
902	132
903	117
904	220
905	-12
906	-70
907	206
908	178
909	-63
910	-222
911	199
912	220
913	123
914	-206
915	199
916	-111
917	84
918	90
919	161
920	12
921	80
922	226
923	-30
924	-172
925	-188
926	173
927	-107
928	49
929	121
930	223
931	40
932	111
933	58
934	-182
935	-90
936	200
937	-100
938	193
939	-149
940	-175
941	153
942	-69
943	113
944	182
945	97
946	-32
947	224
948	-52
949	-19
950	184
951	20
952	90
953	32
954	-103
955	-181
956	-152
957	-192
958	159
959	-59
960	-40
961	-16
962	-226
963	103
964	-188
965	197
966	124
967	-67
968	149
969	-29
970	45
971	30
972	78
973	-67
974	-16
975	67
976	217
977	-211
978	-75
979	81
980	-63
981	31
982	-9
983	-227
984	-189
985	160
986	48
987	-41
988	77
989	70
990	124
991	227
992	214
993	-35
994	124
995	-35
996	184
997	210
998	-88
999	-224
1000	-76
1001	-78
1002	74
1003	-209
1004	40
1005	212
1006	-48
1007	-177
1008	-216
1009	165
1010	175
1011	150
1012	107
1013	-35
1014	-180
1015	-180
1016	-77
1017	-174
1018	81
1019	162
1020	-217
1021	108
1022	-204
1023	-218
1024	32
1025	178
1026	192
1027	171
1028	-181
1029	-35
1030	-118
1031	-126
1032	59
1033	-78
1034	133
1035	-213
1036	11
1037	-182
1038	39
1039	-49
1040	-110
1041	-187
1042	-56
1043	100
1044	223
1045	-67
1046	-175
1047	-138
1048	201
1049	-71
1050	230
1051	-34
1052	-72
1053	176
1054	-58
1055	122
1056	194
1057	30
1058	60
1059	136
1060	63
1061	-147
1062	134
1063	-105
1064	-53
1065	218
1066	-174
1067	175
1068	-182
1069	130
1070	33
1071	177
1072	-160
1073	160
1074	133
1075	48
1076	-66
1077	-21
1078	-204
1079	-28
1080	75
1081	201
1082	139
1083	67
1084	-226
1085	-160
1086	-54
1087	111
1088	152
1089	-223
1090	137
1091	190
1092	189
1093	-63
1094	-113
1095	-191
1096	50
1097	-185
1098	159
1099	-18
1100	-101
1101	123
1102	26
1103	-96
1104	-109
1105	51
1106	111
1107	-118
1108	-32
1109	-11
1110	151
1111	-54
1112	34
1113	-20
1114	137
1115	-209
1116	111
1117	-195
1118	14
1119	-22
1120	195
1121	-131
1122	-213
1123	41
1124	81
1125	-44
1126	-152
1127	23
1128	26
1129	-19
1130	157
1131	132
1132	-56
1133	-112
1134	-221
1135	-175
1136	-109
1137	33
1138	-95
1139	-117
1140	9
1141	103
1142	57
1143	45
1144	11
1145	-194
1146	211
1147	-134
1148	-222
1149	-228
1150	127
1151	111
1152	189
1153	79
1154	142
1155	-131
1156	-175
1157	192
1158	167
1159	178
1160	-141
1161	115
1162	-110
1163	81
1164	-94
1165	191
1166	73
1167	-7
1168	185
1169	71
1170	-85
1171	-100
1172	193
1173	104
1174	-67
1175	-134
1176	-21
1177	-133
1178	63
1179	-216
1180	-70
1181	201
1182	-150
1183	124
1184	198
1185	103
1186	-81
1187	-219
1188	71
1189	91
1190	-28
1191	47
1192	148
1193	-108
1194	182
1195	213
1196	-21
1197	-171
1198	-177
1199	133
1200	183
