t	S
[/]	[MPa]
0	-186
1	-79
2	-118
3	-163
4	-222
5	-92
6	-77
7	174
8	-48
9	-115
10	221
11	62
12	136
13	-161
14	108
15	43
16	129
17	193
18	-140
19	-139
20	203
21	-111
22	95
23	140
24	-194
25	123
26	-50
27	162
28	185
29	178
30	-120
31	79
32	212
33	78
34	-189
35	-200
36	-225
37	95
38	142
39	-170
40	3
41	176
42	-84
43	-193
44	150
45	-88
46	106
47	-167
48	221
49	129
50	20
51	-46
52	112
53	197
54	-23
55	210
56	-128
57	-124
58	-105
59	-111
60	169
61	-195
62	74
63	205
64	-86
65	186
66	90
67	183
68	-22
69	138
70	-50
71	185
72	154
73	-215
74	-50
75	-48
76	174
77	18
78	-118
79	160
80	-227
81	51
82	15
83	-111
84	-84
85	223
86	29
87	-180
88	-132
89	-214
90	197
91	224
92	-86
93	-52
94	152
95	-25
96	-32
97	-59
98	-43
99	-205
100	92
101	-125
102	-33
103	-93
104	160
105	-22
106	68
107	80
108	-98
109	4
110	-230
111	-223
112	52
113	-34
114	-133
115	-13
116	140
117	139
118	188
119	-199
120	180
121	-37
122	78
123	144
124	121
125	5
126	17
127	31
128	33
129	-161
130	-23
131	-68
132	-174
133	174
134	-214
135	177
136	169
137	-118
138	54
139	-192
140	108
141	-221
142	-222
143	-77
144	23
145	208
146	144
147	-123
148	-157
149	70
150	189
151	131
152	-21
153	-167
154	55
155	173
156	-9
157	-217
158	161
159	-208
160	-169
161	-61
162	-170
163	-122
164	-23
165	134
166	186
167	81
168	-36
169	144
170	64
171	-161
172	58
173	106
174	218
175	-131
176	-113
177	191
178	-64
179	184
180	36
181	85
182	-84
183	42
184	191
185	78
186	87
187	148
188	15
189	-167
190	-193
191	-111
192	-205
193	195
194	3
195	-21
196	64
197	63
198	-26
199	154
200	-200
201	-191
202	-58
203	208
204	174
205	144
206	-176
207	158
208	208
209	86
210	49
211	110
212	228
213	-12
214	195
215	169
216	138
217	-157
218	-67
219	84
220	-63
221	-5
222	-207
223	54
224	145
225	36
226	136
227	119
228	-132
229	128
230	-147
231	-197
232	214
233	-105
234	-208
235	133
236	108
237	18
238	205
239	193
240	-149
241	-148
242	-118
243	-40
244	79
245	144
246	-209
247	-190
248	-42
249	52
250	-116
251	-157
252	177
253	14
254	94
255	16
256	97
257	-44
258	-155
259	-208
260	-67
261	122
262	45
263	-222
264	-121
265	-101
266	71
267	-36
268	-173
269	26
270	77
271	49
272	-25
273	30
274	83
275	25
276	-22
277	175
278	130
279	-22
280	-201
281	-85
282	-2
283	-10
284	219
285	135
286	-94
287	-44
288	-112
289	110
290	146
291	-39
292	-76
293	-120
294	52
295	-15
296	15
297	166
298	-37
299	119
300	129
301	179
302	215
303	189
304	-91
305	-72
306	32
307	-127
308	121
309	103
310	33
311	-63
312	186
313	45
314	-63
315	220
316	176
317	-39
318	53
319	171
320	171
321	-100
322	139
323	-140
324	-117
325	-177
326	-117
327	-203
328	-47
329	-122
330	198
331	38
332	-6
333	69
334	1
335	-89
336	80
337	217
338	-114
339	-14
340	52
341	-124
342	-71
343	15
344	-203
345	-176
346	-78
347	-115
348	-33
349	177
350	39
351	-87
352	150
353	-90
354	146
355	-153
356	138
357	84
358	-38
359	117
360	-90
361	-171
362	-17
363	-128
364	-64
365	96
366	36
367	-100
368	34
369	148
370	98
371	203
372	-214
373	-24
374	104
375	-36
376	-146
377	-209
378	-48
379	-166
380	117
381	200
382	48
383	-33
384	-8
385	-219
386	198
387	53
388	168
389	186
390	-52
391	-50
392	-191
393	-184
394	-223
395	-37
396	-28
397	126
398	-13
399	230
400	220
401	138
402	-71
403	153
404	-173
405	-179
406	224
407	82
408	-173
409	217
410	-215
411	-4
412	198
413	-24
414	36
415	-78
416	26
417	-203
418	-204
419	117
420	-38
421	-79
422	-149
423	12
424	74
425	167
426	182
427	130
428	227
429	78
430	-35
431	-162
432	-202
433	178
434	16
435	-178
436	146
437	-190
438	16
439	-103
440	155
441	-230
442	-193
443	-143
444	-85
445	-127
446	-185
447	-145
448	149
449	187
450	-97
451	-50
452	-222
453	129
454	-174
455	211
456	-171
457	-109
458	-87
459	67
460	109
461	-221
462	7
463	-71
464	111
465	-70
466	-209
467	-28
468	-178
469	163
470	-224
471	-117
472	-61
473	-89
474	-12
475	-208
476	118
477	-196
478	171
479	-205
480	-5
481	-84
482	-78
483	172
484	-15
485	-13
486	81
487	162
488	-180
489	174
490	97
491	204
492	229
493	-121
494	156
495	11
496	81
497	181
498	-20
499	202
500	-89
501	145
502	123
503	-49
504	-105
505	-217
506	191
507	-57
508	176
509	-228
510	135
511	172
512	85
513	10
514	198
515	146
516	8
517	-130
518	99
519	-72
520	31
521	-35
522	-68
523	-227
524	-60
525	42
526	-36
527	93
528	161
529	-120
530	-220
531	215
532	-172
533	-37
534	-149
535	130
536	-189
537	186
538	38
539	186
540	-157
541	-114
542	219
543	-101
544	14
545	-196
546	166
547	-4
548	-114
549	-72
550	-14
551	117
552	202
553	114
554	38
555	-184
556	-222
557	114
558	-72
559	109
560	221
561	-98
562	121
563	156
564	97
565	-182
566	-6
567	11
568	-93
569	178
570	181
571	-68
572	-150
573	178
574	162
575	-119
576	-92
577	-52
578	-66
579	54
580	-159
581	-9
582	-33
583	-204
584	-154
585	230
586	58
587	-52
588	-122
589	136
590	-119
591	-172
592	-43
593	-106
594	172
595	198
596	-56
597	-13
598	-70
599	47
600	159
601	-189
602	4
603	-188
604	26
605	40
606	149
607	-68
608	86
609	40
610	-117
611	187
612	102
613	207
614	206
615	105
616	-116
617	129
618	-172
619	174
620	46
621	222
622	-152
623	154
624	-209
625	159
626	118
627	223
628	154
629	-46
630	-81
631	147
632	-226
633	-171
634	130
635	-22
636	124
637	77
638	-199
639	-19
640	3
641	-105
642	-120
643	-132
644	28
645	-19
646	43
647	230
648	-94
649	163
650	32
651	-69
652	-132
653	-74
654	-18
655	-111
656	131
657	190
658	-202
659	90
660	-91
661	-174
662	196
663	-30
664	-157
665	-24
666	88
667	107
668	148
669	-24
670	169
671	207
672	97
673	-219
674	-141
675	212
676	223
677	219
678	193
679	49
680	135
681	-109
682	-202
683	-194
684	11
685	-72
686	-36
687	-61
688	-66
689	-135
690	-98
691	164
692	-170
693	75
694	173
695	-229
696	154
697	73
698	108
699	-192
700	-102
701	-224
702	-65
703	35
704	-183
705	-181
706	42
707	64
708	-177
709	167
710	90
711	-111
712	-145
713	216
714	-79
715	138
716	16
717	84
718	-49
719	-30
720	-55
721	-85
722	-121
723	-4
724	-51
725	147
726	-90
727	-229
728	153
729	-30
730	-69
731	-178
732	-29
733	-17
734	-195
735	141
736	-132
737	38
