t	S
[/]	[MPa]
0	-3
1	128
2	-55
3	13
4	59
5	-42
6	164
7	-140
8	-72
9	107
10	63
11	56
12	15
13	-133
14	135
15	-148
16	-218
17	14
18	17
19	-192
20	105
21	190
22	56
23	-54
24	74
25	-51
26	-201
27	-149
28	59
29	-64
30	30
31	99
32	-114
33	-192
34	59
35	175
36	-227
37	224
38	-89
39	-198
40	-111
41	-91
42	-182
43	224
44	-115
45	-106
46	183
47	-200
48	143
49	-48
50	-49
51	53
52	134
53	219
54	-72
55	-26
56	-46
57	74
58	136
59	65
60	93
61	-101
62	-163
63	-169
64	-200
65	-89
66	-20
67	-36
68	-123
69	75
70	-37
71	218
72	188
73	80
74	-220
75	-122
76	139
77	-67
78	210
79	55
80	-53
81	-214
82	75
83	-66
84	-226
85	-123
86	-187
87	-135
88	-203
89	-8
90	25
91	205
92	-186
93	14
94	221
95	-85
96	224
97	131
98	-191
99	-108
100	-16
101	-180
102	63
103	189
104	132
105	-176
106	-164
107	195
108	-162
109	-211
110	105
111	148
112	200
113	121
114	68
115	-25
116	-159
117	-107
118	-22
119	-54
120	29
121	-20
122	228
123	68
124	-47
125	-204
126	33
127	205
128	-164
129	-101
130	155
131	171
132	178
133	86
134	-144
135	-193
136	-35
137	50
138	-150
139	175
140	-192
141	-221
142	13
143	228
144	36
145	139
146	160
147	-104
148	150
149	29
150	169
151	201
152	55
153	137
154	-217
155	208
156	114
157	-63
158	154
159	152
160	-33
161	143
162	-189
163	-7
164	-50
165	-114
166	210
167	39
168	164
169	-79
170	-92
171	212
172	-152
173	155
174	-124
175	-225
176	196
177	130
178	-207
179	-143
180	-120
181	-41
182	227
183	56
184	-109
185	113
186	104
187	155
188	-108
189	-99
190	119
191	147
192	-131
193	-28
194	25
195	-50
196	147
197	-161
198	161
199	-172
200	-150
201	-173
202	-12
203	202
204	-169
205	-30
206	170
207	126
208	33
209	-209
210	-169
211	-117
212	-100
213	94
214	10
215	-122
216	92
217	-161
218	-70
219	103
220	91
221	-214
222	-143
223	-46
224	-201
225	189
226	-55
227	110
228	-195
229	95
230	-178
231	28
232	-77
233	-188
234	47
235	198
236	3
237	-178
238	-3
239	-3
240	-153
241	5
242	-182
243	-77
244	-69
245	-151
246	-214
247	-93
248	92
249	67
250	-73
251	75
252	97
253	4
254	-211
255	-150
256	-7
257	214
258	170
259	58
260	164
261	-157
262	-207
263	-12
264	-10
265	-191
266	152
267	-19
268	47
269	-14
270	-105
271	199
272	-48
273	229
274	-216
275	186
276	-99
277	203
278	162
279	-25
280	99
281	-190
282	-16
283	144
284	-215
285	-10
286	33
287	228
288	227
289	-52
290	39
291	-122
292	-84
293	-50
294	-194
295	-196
296	-116
297	-138
298	-187
299	91
300	-177
301	193
302	-67
303	11
304	143
305	-219
306	54
307	-75
308	-222
309	141
310	102
311	-37
312	-212
313	190
314	175
315	-223
316	164
317	-16
318	95
319	-226
320	82
321	-171
322	72
323	-187
324	149
325	156
326	-7
327	192
328	-105
329	-72
330	169
331	-226
332	72
333	-105
334	-150
335	34
336	32
337	-65
338	165
339	-210
340	117
341	72
342	-152
343	22
344	58
345	-47
346	204
347	145
348	167
349	-128
350	128
351	-32
352	-34
353	-84
354	67
355	6
356	-35
357	-95
358	-199
359	19
360	47
361	-108
362	-133
363	-163
364	63
365	-74
366	-59
367	-77
368	-24
369	-58
370	-122
371	37
372	185
373	61
374	-163
375	-124
376	-217
377	45
378	85
379	-19
380	-157
381	-94
382	169
383	21
384	-49
385	187
386	-117
387	-65
388	-164
389	216
390	159
391	137
392	-14
393	13
394	209
395	-103
396	206
397	32
398	192
399	8
